timestamp,ax,ay,az,gx,gy,gz,mx,my,mz,latitude,longitude,altitude,satellite_count,position_lock,temperature,pressure,barometer_altitude,rocket_state,l1_extension,l2_extension,
1440000,-0.042456,-1.01089,-0.016104,3.85,0.63,4.13,-0.17024,-0.15932,0.17276,41.4877,-89.5062,183.314,19,1,21.22,981.41,274.279,1,0,0,
1440010,-0.042456,-1.01089,-0.016104,3.85,0.63,4.13,-0.17024,-0.15932,0.17276,41.4877,-89.5062,183.314,19,1,21.22,981.41,274.279,1,0,0,
1440020,-0.042456,-1.01089,-0.016104,3.85,0.63,4.13,-0.17024,-0.15932,0.17276,41.4877,-89.5062,183.314,19,1,21.22,981.41,274.279,1,0,0,
1440030,-0.0366,-1.01089,-0.01464,4.2,0.07,3.92,-0.17234,-0.15652,0.16884,41.4877,-89.5062,183.314,19,1,21.21,981.34,274.884,1,0,0,
1440040,-0.0366,-1.01089,-0.01464,4.2,0.07,3.92,-0.17234,-0.15652,0.16884,41.4877,-89.5062,183.314,19,1,21.21,981.34,274.884,1,0,0,
1440050,-0.0366,-1.01089,-0.01464,4.2,0.07,3.92,-0.17234,-0.15652,0.16884,41.4877,-89.5062,183.314,19,1,21.21,981.34,274.884,1,0,0,
1440060,-0.037332,-1.0043,-0.016104,4.34,0.42,3.92,-0.17304,-0.15568,0.16954,41.4877,-89.5062,183.314,19,1,21.22,981.39,274.455,1,0,0,
1440070,-0.037332,-1.0043,-0.016104,4.34,0.42,3.92,-0.17304,-0.15568,0.16954,41.4877,-89.5062,183.314,19,1,21.22,981.39,274.455,1,0,0,
1440080,-0.050508,-1.01236,-0.008784,4.55,0.21,3.85,-0.16912,-0.15624,0.17052,41.4877,-89.5062,183.314,19,1,21.22,981.5,273.489,1,0,0,
1440090,-0.050508,-1.01236,-0.008784,4.55,0.21,3.85,-0.16912,-0.15624,0.17052,41.4877,-89.5062,183.314,19,1,21.22,981.5,273.489,1,0,0,
1440100,-0.050508,-1.01236,-0.008784,4.55,0.21,3.85,-0.16912,-0.15624,0.17052,41.4877,-89.5062,183.314,19,1,21.22,981.5,273.489,1,0,0,
1440110,-0.03294,-1.00796,-0.027084,3.64,0.35,3.71,-0.16478,-0.15834,0.1687,41.4877,-89.5062,183.295,19,1,21.22,981.37,274.63,1,0,0,
1440120,-0.03294,-1.00796,-0.027084,3.64,0.35,3.71,-0.16478,-0.15834,0.1687,41.4877,-89.5062,183.295,19,1,21.22,981.37,274.63,1,0,0,
1440130,-0.0366,-1.01675,-0.01098,4.27,-0.28,3.92,-0.17136,-0.16254,0.17164,41.4877,-89.5062,183.295,19,1,21.22,981.4,274.367,1,0,0,
1440140,-0.0366,-1.01675,-0.01098,4.27,-0.28,3.92,-0.17136,-0.16254,0.17164,41.4877,-89.5062,183.295,19,1,21.22,981.4,274.367,1,0,0,
1440150,-0.0366,-1.01675,-0.01098,4.27,-0.28,3.92,-0.17136,-0.16254,0.17164,41.4877,-89.5062,183.295,19,1,21.22,981.4,274.367,1,0,0,
1440160,-0.041724,-1.01162,-0.0183,4.2,-0.35,3.92,-0.16926,-0.15974,0.17696,41.4877,-89.5062,183.295,19,1,21.22,981.4,274.367,1,0,0,
1440170,-0.041724,-1.01162,-0.0183,4.2,-0.35,3.92,-0.16926,-0.15974,0.17696,41.4877,-89.5062,183.295,19,1,21.22,981.4,274.367,1,0,0,
1440180,-0.041724,-1.01162,-0.0183,4.2,-0.35,3.92,-0.16926,-0.15974,0.17696,41.4877,-89.5062,183.295,19,1,21.22,981.4,274.367,1,0,0,
1440190,-0.048312,-1.01602,-0.02196,4.55,-0.77,3.57,-0.1715,-0.15708,0.16828,41.4877,-89.5062,183.295,19,1,21.19,981.44,273.987,1,0,0,
1440200,-0.048312,-1.01602,-0.02196,4.55,-0.77,3.57,-0.1715,-0.15708,0.16828,41.4877,-89.5062,183.295,19,1,21.19,981.44,273.987,1,0,0,
1440210,-0.048312,-1.01602,-0.02196,4.55,-0.77,3.57,-0.1715,-0.15708,0.16828,41.4877,-89.5062,183.295,19,1,21.19,981.44,273.987,1,0,0,
1440220,-0.048312,-1.01602,-0.02196,4.55,-0.77,3.57,-0.1715,-0.15708,0.16828,41.4877,-89.5062,183.295,19,1,21.19,981.44,273.987,1,0,0,
1440230,-0.049044,-1.01382,-0.023424,4.13,-0.49,3.57,-0.17108,-0.15456,0.16968,41.4877,-89.5062,183.295,19,1,21.2,981.38,274.523,1,0,0,
1440240,-0.049044,-1.01382,-0.023424,4.13,-0.49,3.57,-0.17108,-0.15456,0.16968,41.4877,-89.5062,183.295,19,1,21.2,981.38,274.523,1,0,0,
1440250,-0.041724,-1.01455,-0.00732,4.41,0.14,3.85,-0.1736,-0.15456,0.17024,41.4877,-89.5062,183.295,19,1,21.2,981.43,274.084,1,0,0,
1440260,-0.041724,-1.01455,-0.00732,4.41,0.14,3.85,-0.1736,-0.15456,0.17024,41.4877,-89.5062,183.295,19,1,21.2,981.43,274.084,1,0,0,
1440270,-0.041724,-1.01455,-0.00732,4.41,0.14,3.85,-0.1736,-0.15456,0.17024,41.4877,-89.5062,183.295,19,1,21.2,981.43,274.084,1,0,0,
1440280,-0.043188,-1.01455,-0.019764,4.76,-0.07,4.13,-0.16898,-0.15218,0.17192,41.4877,-89.5062,183.295,19,1,21.2,981.44,273.997,1,0,0,
1440290,-0.043188,-1.01455,-0.019764,4.76,-0.07,4.13,-0.16898,-0.15218,0.17192,41.4877,-89.5062,183.295,19,1,21.2,981.44,273.997,1,0,0,
1440300,-0.043188,-1.01455,-0.019764,4.76,-0.07,4.13,-0.16898,-0.15218,0.17192,41.4877,-89.5062,183.295,19,1,21.2,981.44,273.997,1,0,0,
1440310,-0.044652,-1.0065,-0.016836,4.2,0.84,3.78,-0.1757,-0.15456,0.17136,41.4877,-89.5062,183.288,19,1,21.19,981.41,274.251,1,0,0,
1440320,-0.044652,-1.0065,-0.016836,4.2,0.84,3.78,-0.1757,-0.15456,0.17136,41.4877,-89.5062,183.288,19,1,21.19,981.41,274.251,1,0,0,
1440330,-0.05124,-1.0087,-0.021228,4.2,0.56,3.78,-0.17206,-0.15792,0.17542,41.4877,-89.5062,183.288,19,1,21.21,981.43,274.093,1,0,0,
1440340,-0.05124,-1.0087,-0.021228,4.2,0.56,3.78,-0.17206,-0.15792,0.17542,41.4877,-89.5062,183.288,19,1,21.21,981.43,274.093,1,0,0,
1440350,-0.05124,-1.0087,-0.021228,4.2,0.56,3.78,-0.17206,-0.15792,0.17542,41.4877,-89.5062,183.288,19,1,21.21,981.43,274.093,1,0,0,
1440360,-0.045384,-1.01162,-0.042456,4.62,0.63,3.99,-0.16786,-0.16226,0.17234,41.4877,-89.5062,183.288,19,1,21.2,981.37,274.611,1,0,0,
1440370,-0.045384,-1.01162,-0.042456,4.62,0.63,3.99,-0.16786,-0.16226,0.17234,41.4877,-89.5062,183.288,19,1,21.2,981.37,274.611,1,0,0,
1440380,-0.038796,-1.00723,-0.008784,4.41,0.91,3.71,-0.16758,-0.15904,0.17458,41.4877,-89.5062,183.288,19,1,21.18,981.41,274.241,1,0,0,
1440390,-0.038796,-1.00723,-0.008784,4.41,0.91,3.71,-0.16758,-0.15904,0.17458,41.4877,-89.5062,183.288,19,1,21.18,981.41,274.241,1,0,0,
1440400,-0.038796,-1.00723,-0.008784,4.41,0.91,3.71,-0.16758,-0.15904,0.17458,41.4877,-89.5062,183.288,19,1,21.18,981.41,274.241,1,0,0,
1440410,-0.038796,-1.00723,-0.008784,4.41,0.91,3.71,-0.16758,-0.15904,0.17458,41.4877,-89.5062,183.288,19,1,21.18,981.41,274.241,1,0,0,
1440420,-0.038796,-1.00723,-0.008784,4.41,0.91,3.71,-0.16758,-0.15904,0.17458,41.4877,-89.5062,183.288,19,1,21.18,981.41,274.241,1,0,0,
1440430,-0.04392,-1.01382,-0.0183,3.85,1.05,4.13,-0.16926,-0.1631,0.16814,41.4877,-89.5062,183.288,19,1,21.18,981.4,274.329,1,0,0,
1440440,-0.04392,-1.01382,-0.0183,3.85,1.05,4.13,-0.16926,-0.1631,0.16814,41.4877,-89.5062,183.288,19,1,21.18,981.4,274.329,1,0,0,
1440450,-0.04758,-1.01236,-0.0183,4.27,0.98,3.99,-0.16744,-0.16058,0.16534,41.4877,-89.5062,183.288,19,1,21.19,981.5,273.461,1,0,0,
1440460,-0.04758,-1.01236,-0.0183,4.27,0.98,3.99,-0.16744,-0.16058,0.16534,41.4877,-89.5062,183.288,19,1,21.19,981.5,273.461,1,0,0,
1440470,-0.04758,-1.01236,-0.0183,4.27,0.98,3.99,-0.16744,-0.16058,0.16534,41.4877,-89.5062,183.288,19,1,21.19,981.5,273.461,1,0,0,
1440480,-0.038064,-1.01748,-0.019032,4.62,0.63,4.06,-0.16856,-0.1575,0.17346,41.4877,-89.5062,183.288,19,1,21.2,981.42,274.172,1,0,0,
1440490,-0.038064,-1.01748,-0.019032,4.62,0.63,4.06,-0.16856,-0.1575,0.17346,41.4877,-89.5062,183.288,19,1,21.2,981.42,274.172,1,0,0,
1440500,-0.038064,-1.01748,-0.019032,4.62,0.63,4.06,-0.16856,-0.1575,0.17346,41.4877,-89.5062,183.288,19,1,21.2,981.42,274.172,1,0,0,
1440510,-0.034404,-1.01675,-0.022692,3.64,0.56,4.2,-0.16912,-0.15736,0.1694,41.4877,-89.5062,183.268,19,1,21.2,981.45,273.909,1,0,0,
1440520,-0.034404,-1.01675,-0.022692,3.64,0.56,4.2,-0.16912,-0.15736,0.1694,41.4877,-89.5062,183.268,19,1,21.2,981.45,273.909,1,0,0,
1440530,-0.040992,-1.01455,-0.015372,4.48,0.28,3.57,-0.17052,-0.16072,0.16996,41.4877,-89.5062,183.268,19,1,21.2,981.4,274.348,1,0,0,
1440540,-0.040992,-1.01455,-0.015372,4.48,0.28,3.57,-0.17052,-0.16072,0.16996,41.4877,-89.5062,183.268,19,1,21.2,981.4,274.348,1,0,0,
1440550,-0.040992,-1.01455,-0.015372,4.48,0.28,3.57,-0.17052,-0.16072,0.16996,41.4877,-89.5062,183.268,19,1,21.2,981.4,274.348,1,0,0,
1440560,-0.035136,-1.01089,-0.021228,4.55,-0.42,3.71,-0.1687,-0.1589,0.16884,41.4877,-89.5062,183.268,19,1,21.21,981.4,274.357,1,0,0,
1440570,-0.035136,-1.01089,-0.021228,4.55,-0.42,3.71,-0.1687,-0.1589,0.16884,41.4877,-89.5062,183.268,19,1,21.21,981.4,274.357,1,0,0,
1440580,-0.034404,-1.0087,-0.02196,4.34,-0.91,3.64,-0.1722,-0.1561,0.16282,41.4877,-89.5062,183.268,19,1,21.2,981.52,273.295,1,0,0,
1440590,-0.034404,-1.0087,-0.02196,4.34,-0.91,3.64,-0.1722,-0.1561,0.16282,41.4877,-89.5062,183.268,19,1,21.2,981.52,273.295,1,0,0,
1440600,-0.034404,-1.0087,-0.02196,4.34,-0.91,3.64,-0.1722,-0.1561,0.16282,41.4877,-89.5062,183.268,19,1,21.2,981.52,273.295,1,0,0,
1440610,-0.034404,-1.0087,-0.02196,4.34,-0.91,3.64,-0.1722,-0.1561,0.16282,41.4877,-89.5062,183.268,19,1,21.2,981.52,273.295,1,0,0,
1440620,-0.034404,-1.0087,-0.02196,4.34,-0.91,3.64,-0.1722,-0.1561,0.16282,41.4877,-89.5062,183.268,19,1,21.2,981.52,273.295,1,0,0,
1440630,-0.041724,-1.01309,-0.019032,4.2,-0.7,3.85,-0.1729,-0.15778,0.16478,41.4877,-89.5062,183.268,19,1,21.19,981.38,274.514,1,0,0,
1440640,-0.041724,-1.01309,-0.019032,4.2,-0.7,3.85,-0.1729,-0.15778,0.16478,41.4877,-89.5062,183.268,19,1,21.19,981.38,274.514,1,0,0,
1440650,-0.022692,-1.0226,-0.06954,3.85,-0.35,3.78,-0.1743,-0.15778,0.16898,41.4877,-89.5062,183.268,19,1,21.19,981.53,273.198,1,0,0,
1440660,-0.022692,-1.0226,-0.06954,3.85,-0.35,3.78,-0.1743,-0.15778,0.16898,41.4877,-89.5062,183.268,19,1,21.19,981.53,273.198,1,0,0,
1440670,-0.022692,-1.0226,-0.06954,3.85,-0.35,3.78,-0.1743,-0.15778,0.16898,41.4877,-89.5062,183.268,19,1,21.19,981.53,273.198,1,0,0,
1440680,-0.038064,-1.027,-0.019032,4.41,-0.42,3.92,-0.17066,-0.15736,0.1673,41.4877,-89.5062,183.268,19,1,21.2,981.4,274.348,1,0,0,
1440690,-0.038064,-1.027,-0.019032,4.41,-0.42,3.92,-0.17066,-0.15736,0.1673,41.4877,-89.5062,183.268,19,1,21.2,981.4,274.348,1,0,0,
1440700,-0.054168,-1.00943,-0.01464,4.13,-0.21,3.99,-0.17934,-0.15652,0.16604,41.4877,-89.5062,183.247,19,1,21.2,981.44,273.997,1,0,0,
1440710,-0.054168,-1.00943,-0.01464,4.13,-0.21,3.99,-0.17934,-0.15652,0.16604,41.4877,-89.5062,183.247,19,1,21.2,981.44,273.997,1,0,0,
1440720,-0.054168,-1.00943,-0.01464,4.13,-0.21,3.99,-0.17934,-0.15652,0.16604,41.4877,-89.5062,183.247,19,1,21.2,981.44,273.997,1,0,0,
1440730,-0.055632,-1.0087,-0.023424,4.69,-0.35,3.71,-0.1757,-0.14938,0.16268,41.4877,-89.5062,183.247,19,1,21.2,981.44,273.997,1,0,0,
1440740,-0.055632,-1.0087,-0.023424,4.69,-0.35,3.71,-0.1757,-0.14938,0.16268,41.4877,-89.5062,183.247,19,1,21.2,981.44,273.997,1,0,0,
1440750,-0.055632,-1.0087,-0.023424,4.69,-0.35,3.71,-0.1757,-0.14938,0.16268,41.4877,-89.5062,183.247,19,1,21.2,981.44,273.997,1,0,0,
1440760,-0.04392,-1.01382,-0.016836,4.48,0.14,3.99,-0.17234,-0.15876,0.16828,41.4877,-89.5062,183.247,19,1,21.2,981.51,273.383,1,0,0,
1440770,-0.04392,-1.01382,-0.016836,4.48,0.14,3.99,-0.17234,-0.15876,0.16828,41.4877,-89.5062,183.247,19,1,21.2,981.51,273.383,1,0,0,
1440780,-0.04758,-1.01309,-0.019764,4.48,0.7,3.92,-0.1736,-0.15694,0.16268,41.4877,-89.5062,183.247,19,1,21.18,981.45,273.891,1,0,0,
1440790,-0.04758,-1.01309,-0.019764,4.48,0.7,3.92,-0.1736,-0.15694,0.16268,41.4877,-89.5062,183.247,19,1,21.18,981.45,273.891,1,0,0,
1440800,-0.04758,-1.01309,-0.019764,4.48,0.7,3.92,-0.1736,-0.15694,0.16268,41.4877,-89.5062,183.247,19,1,21.18,981.45,273.891,1,0,0,
1440810,-0.04758,-1.01309,-0.019764,4.48,0.7,3.92,-0.1736,-0.15694,0.16268,41.4877,-89.5062,183.247,19,1,21.18,981.45,273.891,1,0,0,
1440820,-0.04758,-1.01309,-0.019764,4.48,0.7,3.92,-0.1736,-0.15694,0.16268,41.4877,-89.5062,183.247,19,1,21.19,981.51,273.373,1,0,0,
1440830,-0.049044,-1.01309,-0.012444,3.92,1.33,3.99,-0.1743,-0.16044,0.16492,41.4877,-89.5062,183.247,19,1,21.19,981.51,273.373,1,0,0,
1440840,-0.049044,-1.01309,-0.012444,3.92,1.33,3.99,-0.1743,-0.16044,0.16492,41.4877,-89.5062,183.247,19,1,21.19,981.51,273.373,1,0,0,
1440850,-0.045384,-1.01382,-0.013908,4.34,1.4,3.85,-0.17122,-0.15946,0.16828,41.4877,-89.5062,183.247,19,1,21.2,981.41,274.26,1,0,0,
1440860,-0.045384,-1.01382,-0.013908,4.34,1.4,3.85,-0.17122,-0.15946,0.16828,41.4877,-89.5062,183.247,19,1,21.2,981.41,274.26,1,0,0,
1440870,-0.045384,-1.01382,-0.013908,4.34,1.4,3.85,-0.17122,-0.15946,0.16828,41.4877,-89.5062,183.247,19,1,21.2,981.41,274.26,1,0,0,
1440880,-0.038796,-1.01236,-0.011712,4.62,1.26,3.64,-0.17066,-0.1631,0.16324,41.4877,-89.5062,183.247,19,1,21.17,981.43,274.056,1,0,0,
1440890,-0.038796,-1.01236,-0.011712,4.62,1.26,3.64,-0.17066,-0.1631,0.16324,41.4877,-89.5062,183.247,19,1,21.17,981.43,274.056,1,0,0,
1440900,-0.044652,-1.01748,-0.016836,4.69,1.19,3.78,-0.16996,-0.16338,0.17066,41.4877,-89.5062,183.242,19,1,21.19,981.43,274.075,1,0,0,
1440910,-0.044652,-1.01748,-0.016836,4.69,1.19,3.78,-0.16996,-0.16338,0.17066,41.4877,-89.5062,183.242,19,1,21.19,981.43,274.075,1,0,0,
1440920,-0.044652,-1.01748,-0.016836,4.69,1.19,3.78,-0.16996,-0.16338,0.17066,41.4877,-89.5062,183.242,19,1,21.19,981.43,274.075,1,0,0,
1440930,-0.041724,-1.00723,-0.0183,4.13,1.68,3.92,-0.16506,-0.16324,0.16898,41.4877,-89.5062,183.242,19,1,21.21,981.54,273.129,1,0,0,
1440940,-0.041724,-1.00723,-0.0183,4.13,1.68,3.92,-0.16506,-0.16324,0.16898,41.4877,-89.5062,183.242,19,1,21.21,981.54,273.129,1,0,0,
1440950,-0.041724,-1.00723,-0.0183,4.13,1.68,3.92,-0.16506,-0.16324,0.16898,41.4877,-89.5062,183.242,19,1,21.21,981.54,273.129,1,0,0,
1440960,-0.041724,-1.01602,-0.015372,4.55,1.26,3.64,-0.1652,-0.1589,0.16814,41.4877,-89.5062,183.242,19,1,21.21,981.38,274.532,1,0,0,
1440970,-0.041724,-1.01602,-0.015372,4.55,1.26,3.64,-0.1652,-0.1589,0.16814,41.4877,-89.5062,183.242,19,1,21.21,981.38,274.532,1,0,0,
1440980,-0.035136,-1.01309,-0.008784,4.34,0,3.64,-0.17024,-0.15512,0.1645,41.4877,-89.5062,183.242,19,1,21.16,981.39,274.399,1,0,0,
1440990,-0.035136,-1.01309,-0.008784,4.34,0,3.64,-0.17024,-0.15512,0.1645,41.4877,-89.5062,183.242,19,1,21.16,981.39,274.399,1,0,0,
1441000,-0.035136,-1.01309,-0.008784,4.34,0,3.64,-0.17024,-0.15512,0.1645,41.4877,-89.5062,183.242,19,1,21.16,981.39,274.399,1,0,0,
1441010,-0.035136,-1.01309,-0.008784,4.34,0,3.64,-0.17024,-0.15512,0.1645,41.4877,-89.5062,183.242,19,1,21.16,981.39,274.399,1,0,0,
1441020,-0.038064,-1.01894,-0.013908,3.99,0,4.06,-0.1652,-0.1582,0.17332,41.4877,-89.5062,183.242,19,1,21.19,981.44,273.987,1,0,0,
1441030,-0.038064,-1.01894,-0.013908,3.99,0,4.06,-0.1652,-0.1582,0.17332,41.4877,-89.5062,183.242,19,1,21.19,981.44,273.987,1,0,0,
1441040,-0.038064,-1.01894,-0.013908,3.99,0,4.06,-0.1652,-0.1582,0.17332,41.4877,-89.5062,183.242,19,1,21.19,981.44,273.987,1,0,0,
1441050,-0.043188,-1.01382,-0.0183,4.34,-1.26,3.99,-0.16576,-0.15442,0.1736,41.4877,-89.5062,183.242,19,1,21.2,981.49,273.558,1,0,0,
1441060,-0.043188,-1.01382,-0.0183,4.34,-1.26,3.99,-0.16576,-0.15442,0.1736,41.4877,-89.5062,183.242,19,1,21.2,981.49,273.558,1,0,0,
1441070,-0.043188,-1.01382,-0.0183,4.34,-1.26,3.99,-0.16576,-0.15442,0.1736,41.4877,-89.5062,183.242,19,1,21.2,981.49,273.558,1,0,0,
1441080,-0.045384,-1.01382,-0.027084,4.48,-0.77,3.85,-0.17164,-0.15876,0.1722,41.4877,-89.5062,183.242,19,1,21.2,981.47,273.733,1,0,0,
1441090,-0.045384,-1.01382,-0.027084,4.48,-0.77,3.85,-0.17164,-0.15876,0.1722,41.4877,-89.5062,183.242,19,1,21.2,981.47,273.733,1,0,0,
1441100,-0.045384,-1.01382,-0.02196,4.41,-0.91,4.06,-0.16856,-0.15638,0.17052,41.4877,-89.5062,183.225,19,1,21.18,981.36,274.68,1,0,0,
1441110,-0.045384,-1.01382,-0.02196,4.41,-0.91,4.06,-0.16856,-0.15638,0.17052,41.4877,-89.5062,183.225,19,1,21.18,981.36,274.68,1,0,0,
1441120,-0.045384,-1.01382,-0.02196,4.41,-0.91,4.06,-0.16856,-0.15638,0.17052,41.4877,-89.5062,183.225,19,1,21.18,981.36,274.68,1,0,0,
1441130,-0.053436,-1.00943,-0.012444,4.48,-0.7,4.06,-0.16982,-0.15792,0.17248,41.4877,-89.5062,183.225,19,1,21.2,981.41,274.26,1,0,0,
1441140,-0.053436,-1.00943,-0.012444,4.48,-0.7,4.06,-0.16982,-0.15792,0.17248,41.4877,-89.5062,183.225,19,1,21.2,981.41,274.26,1,0,0,
1441150,-0.04758,-1.01748,-0.01464,3.99,-0.63,4.13,-0.16954,-0.15512,0.17738,41.4877,-89.5062,183.225,19,1,21.2,981.4,274.348,1,0,0,
1441160,-0.04758,-1.01748,-0.01464,3.99,-0.63,4.13,-0.16954,-0.15512,0.17738,41.4877,-89.5062,183.225,19,1,21.2,981.4,274.348,1,0,0,
1441170,-0.04758,-1.01748,-0.01464,3.99,-0.63,4.13,-0.16954,-0.15512,0.17738,41.4877,-89.5062,183.225,19,1,21.2,981.4,274.348,1,0,0,
1441180,-0.051972,-1.01016,-0.028548,4.34,-0.49,3.5,-0.16912,-0.1547,0.17178,41.4877,-89.5062,183.225,19,1,21.18,981.38,274.504,1,0,0,
1441190,-0.051972,-1.01016,-0.028548,4.34,-0.49,3.5,-0.16912,-0.1547,0.17178,41.4877,-89.5062,183.225,19,1,21.18,981.38,274.504,1,0,0,
1441200,-0.051972,-1.01016,-0.028548,4.34,-0.49,3.5,-0.16912,-0.1547,0.17178,41.4877,-89.5062,183.225,19,1,21.18,981.38,274.504,1,0,0,
1441210,-0.051972,-1.01016,-0.028548,4.34,-0.49,3.5,-0.16912,-0.1547,0.17178,41.4877,-89.5062,183.225,19,1,21.18,981.38,274.504,1,0,0,
1441220,-0.04026,-1.01382,-0.0183,4.27,-0.49,3.92,-0.17234,-0.15932,0.17444,41.4877,-89.5062,183.225,19,1,21.19,981.43,274.075,1,0,0,
1441230,-0.04026,-1.01382,-0.0183,4.27,-0.49,3.92,-0.17234,-0.15932,0.17444,41.4877,-89.5062,183.225,19,1,21.19,981.43,274.075,1,0,0,
1441240,-0.04026,-1.01382,-0.0183,4.27,-0.49,3.92,-0.17234,-0.15932,0.17444,41.4877,-89.5062,183.225,19,1,21.19,981.43,274.075,1,0,0,
1441250,-0.04392,-1.01748,-0.022692,4.69,0.21,3.57,-0.1708,-0.15708,0.17808,41.4877,-89.5062,183.225,19,1,21.19,981.43,274.075,1,0,0,
1441260,-0.04392,-1.01748,-0.022692,4.69,0.21,3.57,-0.1708,-0.15708,0.17808,41.4877,-89.5062,183.225,19,1,21.19,981.43,274.075,1,0,0,
1441270,-0.04392,-1.01748,-0.022692,4.69,0.21,3.57,-0.1708,-0.15708,0.17808,41.4877,-89.5062,183.225,19,1,21.21,981.41,274.269,1,0,0,
1441280,-0.038796,-1.01309,-0.016836,4.2,0,4.13,-0.17136,-0.1561,0.1764,41.4877,-89.5062,183.225,19,1,21.21,981.41,274.269,1,0,0,
1441290,-0.038796,-1.01309,-0.016836,4.2,0,4.13,-0.17136,-0.1561,0.1764,41.4877,-89.5062,183.225,19,1,21.21,981.41,274.269,1,0,0,
1441300,-0.059292,-1.00064,0.012444,4.27,0.56,3.99,-0.16716,-0.15582,0.17402,41.4877,-89.5062,183.205,19,1,21.18,981.35,274.768,1,0,0,
1441310,-0.059292,-1.00064,0.012444,4.27,0.56,3.99,-0.16716,-0.15582,0.17402,41.4877,-89.5062,183.205,19,1,21.18,981.35,274.768,1,0,0,
1441320,-0.059292,-1.00064,0.012444,4.27,0.56,3.99,-0.16716,-0.15582,0.17402,41.4877,-89.5062,183.205,19,1,21.18,981.35,274.768,1,0,0,
1441330,-0.045384,-1.01309,-0.019764,4.62,0.84,3.85,-0.17318,-0.15778,0.17094,41.4877,-89.5062,183.205,19,1,21.2,981.46,273.821,1,0,0,
1441340,-0.045384,-1.01309,-0.019764,4.62,0.84,3.85,-0.17318,-0.15778,0.17094,41.4877,-89.5062,183.205,19,1,21.2,981.46,273.821,1,0,0,
1441350,-0.04758,-1.01528,-0.008052,4.41,1.05,3.85,-0.16884,-0.15736,0.182,41.4877,-89.5062,183.205,19,1,21.2,981.42,274.172,1,0,0,
1441360,-0.04758,-1.01528,-0.008052,4.41,1.05,3.85,-0.16884,-0.15736,0.182,41.4877,-89.5062,183.205,19,1,21.2,981.42,274.172,1,0,0,
1441370,-0.04758,-1.01528,-0.008052,4.41,1.05,3.85,-0.16884,-0.15736,0.182,41.4877,-89.5062,183.205,19,1,21.2,981.42,274.172,1,0,0,
1441380,-0.043188,-1.01162,-0.016836,4.2,1.26,3.92,-0.16982,-0.15862,0.1729,41.4877,-89.5062,183.205,19,1,21.17,981.39,274.408,1,0,0,
1441390,-0.043188,-1.01162,-0.016836,4.2,1.26,3.92,-0.16982,-0.15862,0.1729,41.4877,-89.5062,183.205,19,1,21.17,981.39,274.408,1,0,0,
1441400,-0.043188,-1.01162,-0.016836,4.2,1.26,3.92,-0.16982,-0.15862,0.1729,41.4877,-89.5062,183.205,19,1,21.17,981.39,274.408,1,0,0,
1441410,-0.043188,-1.01162,-0.016836,4.2,1.26,3.92,-0.16982,-0.15862,0.1729,41.4877,-89.5062,183.205,19,1,21.17,981.39,274.408,1,0,0,
1441420,-0.052704,-1.01382,-0.004392,3.92,0.77,3.71,-0.17178,-0.15834,0.17458,41.4877,-89.5062,183.205,19,1,21.19,981.5,273.461,1,0,0,
1441430,-0.052704,-1.01382,-0.004392,3.92,0.77,3.71,-0.17178,-0.15834,0.17458,41.4877,-89.5062,183.205,19,1,21.19,981.5,273.461,1,0,0,
1441440,-0.052704,-1.01382,-0.004392,3.92,0.77,3.71,-0.17178,-0.15834,0.17458,41.4877,-89.5062,183.205,19,1,21.19,981.5,273.461,1,0,0,
1441450,-0.052704,-1.01162,-0.010248,4.34,0.63,4.06,-0.17108,-0.15862,0.17668,41.4877,-89.5062,183.205,19,1,21.2,981.52,273.295,1,0,0,
1441460,-0.052704,-1.01162,-0.010248,4.34,0.63,4.06,-0.17108,-0.15862,0.17668,41.4877,-89.5062,183.205,19,1,21.2,981.52,273.295,1,0,0,
1441470,-0.035868,-1.01236,-0.013176,4.2,0.84,3.71,-0.17304,-0.1533,0.17948,41.4877,-89.5062,183.205,19,1,21.18,981.36,274.68,1,0,0,
1441480,-0.035868,-1.01236,-0.013176,4.2,0.84,3.71,-0.17304,-0.1533,0.17948,41.4877,-89.5062,183.205,19,1,21.18,981.36,274.68,1,0,0,
1441490,-0.035868,-1.01236,-0.013176,4.2,0.84,3.71,-0.17304,-0.1533,0.17948,41.4877,-89.5062,183.205,19,1,21.18,981.36,274.68,1,0,0,
1441500,-0.04758,-1.0087,-0.019764,4.55,0.42,4.13,-0.17276,-0.1568,0.17472,41.4877,-89.5062,183.201,19,1,21.19,981.46,273.812,1,0,0,
1441510,-0.04758,-1.0087,-0.019764,4.55,0.42,4.13,-0.17276,-0.1568,0.17472,41.4877,-89.5062,183.201,19,1,21.19,981.46,273.812,1,0,0,
1441520,-0.04758,-1.0087,-0.019764,4.55,0.42,4.13,-0.17276,-0.1568,0.17472,41.4877,-89.5062,183.201,19,1,21.19,981.46,273.812,1,0,0,
1441530,-0.040992,-1.01455,-0.005856,4.41,0.35,3.99,-0.17346,-0.16142,0.175,41.4877,-89.5062,183.201,19,1,21.2,981.41,274.26,1,0,0,
1441540,-0.040992,-1.01455,-0.005856,4.41,0.35,3.99,-0.17346,-0.16142,0.175,41.4877,-89.5062,183.201,19,1,21.2,981.41,274.26,1,0,0,
1441550,-0.037332,-1.01675,-0.013176,4.06,0.21,3.5,-0.1708,-0.15456,0.17388,41.4877,-89.5062,183.201,19,1,21.22,981.38,274.542,1,0,0,
