time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,accel_x,accel_y,accel_z
0,0.1966385649947138,0.0,0.0,7.865542599788551,0.0,0.0,157.310851995771,0.0,0.0
0.05,0.7884601134495787,0.0,0.0,15.807319338406044,0.0,0.0,158.83553477234986,0.0,0.0
0.1,1.7748514263813133,0.0,0.0,23.648333178863346,0.0,0.0,156.82027680914604,0.0,0.0
0.15000000000000002,3.154692342836508,0.0,0.0,31.545303479344422,0.0,0.0,157.9394060096215,0.0,0.0
0.2,4.9310408603852895,0.0,0.0,39.50863722260682,0.0,0.0,159.26667486524806,0.0,0.0
0.25,7.107224115766898,0.0,0.0,47.538692992657516,0.0,0.0,160.60111540101383,0.0,0.0
0.3,9.686587086035878,0.0,0.0,55.63582581810176,0.0,0.0,161.94265650888477,0.0,0.0
0.35,12.67249240745864,0.0,0.0,63.80038703880864,0.0,0.0,163.29122441413764,0.0,0.0
0.39999999999999997,16.068364130825834,0.0,0.0,72.03448189587914,0.0,0.0,164.6818971414102,0.0,0.0
0.44999999999999996,19.87778196523688,0.0,0.0,80.34223148056265,0.0,0.0,166.15499169367018,0.0,0.0
0.49999999999999994,24.104438715041265,0.0,0.0,88.72403851161273,0.0,0.0,167.6361406210017,0.0,0.0
0.5499999999999999,28.752047220095616,0.0,0.0,97.18030169056124,0.0,0.0,169.1252635789702,0.0,0.0
0.6,33.8243401512022,0.0,0.0,105.71141555370197,0.0,0.0,170.62227726281466,0.0,0.0
0.65,39.32506979819164,0.0,0.0,114.31777032587563,0.0,0.0,172.12709544347325,0.0,0.0
0.7000000000000001,45.25800785074787,0.0,0.0,122.99975177637371,0.0,0.0,173.63962900996168,0.0,0.0
0.7500000000000001,51.626945172089556,0.0,0.0,131.75774107729356,0.0,0.0,175.15978601839706,0.0,0.0
0.8000000000000002,58.43569156563919,0.0,0.0,140.59211466469193,0.0,0.0,176.68747174796755,0.0,0.0
0.8500000000000002,65.68807553482898,0.0,0.0,149.5032441028996,0.0,0.0,178.22258876415356,0.0,0.0
0.9000000000000002,73.38794403621085,0.0,0.0,158.49149595237526,0.0,0.0,179.76503698951322,0.0,0.0
0.9500000000000003,81.53916222605756,0.0,0.0,167.55723164149282,0.0,0.0,181.3147137823511,0.0,0.0
1.0000000000000002,90.1456132006617,0.0,0.0,176.70080734267253,0.0,0.0,182.87151402359447,0.0,0.0
1.0500000000000003,99.21119773056058,0.0,0.0,185.92257385328298,0.0,0.0,184.43533021220895,0.0,0.0
1.1000000000000003,108.7398339889366,0.0,0.0,195.22287648175742,0.0,0.0,186.0060525694889,0.0,0.0
1.1500000000000004,118.73483667770563,0.0,0.0,204.57723106900437,0.0,0.0,187.08709174493916,0.0,0.0
1.2000000000000004,129.19877240637177,0.0,0.0,213.9801980776415,0.0,0.0,188.05934017274217,0.0,0.0
1.2500000000000004,140.13407117611337,0.0,0.0,223.43175271202213,0.0,0.0,189.03109268761273,0.0,0.0
1.3000000000000005,151.543161591969,0.0,0.0,232.9318639222044,0.0,0.0,190.00222420364517,0.0,0.0
1.3500000000000005,163.4284705510761,0.0,0.0,242.48049444207896,0.0,0.0,190.97261039749145,0.0,0.0
1.4000000000000006,175.79242293302943,0.0,0.0,252.0776008360549,0.0,0.0,191.94212787951852,0.0,0.0
1.4500000000000006,188.63744129279613,0.0,0.0,261.72313355461273,0.0,0.0,192.91065437115674,0.0,0.0
1.5000000000000007,201.96594555663742,0.0,0.0,271.417036999039,0.0,0.0,193.8780688885249,0.0,0.0
1.5500000000000007,215.78035272150487,0.0,0.0,281.15924959565973,0.0,0.0,194.84425193241472,0.0,0.0
1.6000000000000008,230.08250422679595,0.0,0.0,290.9268106159837,0.0,0.0,195.35122040647983,0.0,0.0
