Time,Altitude,Vertical_velocity,Vertical_acceleration
0,0,0,48.028
0.01,0.0024014,0.48028,163.09
0.02,0.015362,2.112,210.21
0.03,0.046997,4.2155,210.66
0.04,0.099692,6.3239,211.15
0.05,0.1735,8.4373,211.03
0.06,0.26843,10.549,210.47
0.07,0.38445,12.656,209.92
0.08,0.52152,14.757,209.36
0.09,0.67956,16.852,208.8
0.1,0.85853,18.942,208.45
0.11,1.0584,21.029,208.73
0.12,1.2791,23.118,209.04
0.13,1.5207,25.21,209.36
0.14,1.7833,27.305,209.67
0.15,2.0669,29.404,209.99
0.16,2.3714,31.505,210.3
0.17,2.697,33.61,210.61
0.18,3.0436,35.718,210.93
0.19,3.4114,37.829,211.24
0.2,3.8002,39.944,211.56
0.21,4.2102,42.061,211.87
0.22,4.6415,44.181,212.18
0.235,5.3281,47.368,212.62
0.2575,6.4477,52.16,213.28
0.29125,8.3299,59.377,214.26
0.34125,11.567,70.131,215.7
0.39125,15.344,80.962,217.34
0.44125,19.665,91.875,219.04
0.49125,24.534,102.87,220.75
0.54125,29.954,113.96,222.45
0.59125,35.931,125.13,224.13
0.64125,42.469,136.38,225.81
0.69125,49.571,147.72,227.47
0.74125,57.242,159.14,229.11
0.79125,65.486,170.64,230.74
0.84125,74.308,182.22,232.34
0.89125,83.71,193.88,233.92
0.94125,93.698,205.62,235.47
0.99125,104.27,217.44,236.99
1.0413,115.44,229.33,238.48
1.0913,127.21,241.3,239.77
1.1413,139.57,253.33,240.46
1.1913,152.54,265.4,241.08
1.2413,166.11,277.49,241.64
1.2913,180.29,289.61,242.15
1.3413,195.08,301.76,242.58
1.3913,210.47,313.93,243.04
1.4413,226.47,326.12,243.52
1.4913,243.08,338.34,243.95
1.5413,260.3,350.56,243.69
1.5913,278.14,362.77,243.07
1.6413,296.58,374.97,242.7
1.6913,315.63,387.15,242.63
1.7413,335.29,399.34,242.85
1.7913,355.57,411.54,243.26
1.8413,376.45,423.77,243.68
1.8913,397.94,436.02,243.94
1.9413,420.05,448.27,243.9
1.9913,442.77,460.51,243.18
2.0413,466.1,472.72,241.76
2.0913,490.04,484.86,240.27
2.1413,514.58,496.92,238.75
2.1913,539.73,508.9,237.22
2.2413,565.47,520.81,235.67
2.2913,591.81,532.64,234.13
2.3412,618.73,544.39,232.58
2.3912,646.25,556.07,231.03
2.4412,674.34,567.67,229.47
2.4912,703.01,579.19,227.9
2.5412,732.26,590.64,226.31
2.5912,762.07,602,223.74
2.6412,792.45,613.23,211.35
2.6912,823.38,623.83,196.18
2.7412,854.82,633.67,180.8
2.7912,886.73,642.74,165.34
2.8412,919.07,651.03,149.79
2.8912,951.81,658.54,134.14
2.9412,984.9,665.27,118.38
2.9912,1018.3,671.21,103.93
3.0412,1052,676.42,95.047
3.0912,1085.9,681.19,86.628
3.1412,1120.1,685.53,78.148
3.1912,1154.5,689.44,65.787
3.2412,1189,692.74,49.257
3.2912,1223.7,695.21,32.694
3.3412,1258.5,696.85,17.306
3.3912,1293.4,697.72,2.449
3.4412,1328.3,697.85,-14.09
3.4912,1363.2,697.15,-29.281
3.5412,1398,695.69,-36.753
3.5912,1432.7,693.85,-47.919
3.6412,1467.4,691.47,-47.691
3.6912,1501.9,689.09,-47.394
3.7412,1536.3,686.73,-47.103
3.7912,1570.6,684.38,-46.813
3.8412,1604.7,682.04,-46.527
3.8912,1638.8,679.73,-46.246
3.9412,1672.7,677.42,-45.972
3.9912,1706.5,675.13,-45.701
4.0412,1740.2,672.85,-45.437
4.0912,1773.8,670.58,-45.175
4.1412,1807.3,668.33,-44.906
4.1912,1840.6,666.09,-44.636
4.2412,1873.9,663.87,-44.365
4.2912,1907,661.66,-44.097
4.3412,1940,659.46,-43.834
4.3912,1972.9,657.27,-43.577
4.4412,2005.8,655.1,-43.327
4.4912,2038.5,652.94,-43.086
4.5412,2071.1,650.79,-42.848
4.5912,2103.5,648.66,-42.608
4.6412,2135.9,646.53,-42.363
4.6912,2168.2,644.42,-42.116
4.7412,2200.4,642.32,-41.874
4.7912,2232.4,640.23,-41.635
4.8412,2264.4,638.16,-41.401
4.8912,2296.2,636.09,-41.172
4.9412,2328,634.04,-40.947
4.9912,2359.6,632,-40.724
5.0412,2391.2,629.97,-40.499
5.0912,2422.6,627.95,-40.272
5.1412,2454,625.94,-40.043
5.1912,2485.2,623.94,-39.817
5.2412,2516.4,621.96,-39.596
5.2912,2547.4,619.98,-39.384
5.3412,2578.4,618.02,-39.175
5.3912,2609.2,616.07,-38.97
5.4412,2640,614.12,-38.766
5.4912,2670.6,612.19,-38.562
5.5412,2701.2,610.27,-38.357
5.5912,2731.7,608.35,-38.149
5.6412,2762,606.45,-37.944
5.6912,2792.3,604.56,-37.74
5.7412,2822.5,602.68,-37.541
5.7912,2852.6,600.81,-37.345
5.8412,2882.6,598.94,-37.151
5.8912,2912.5,597.09,-36.96
5.9412,2942.3,595.25,-36.769
5.9912,2972,593.41,-36.577
6.0412,3001.6,591.59,-36.383
6.0912,3031.2,589.77,-36.197
6.1412,3060.6,587.97,-36.013
6.1912,3090,586.17,-35.832
6.2412,3119.2,584.39,-35.654
6.2912,3148.4,582.61,-35.478
6.3412,3177.5,580.84,-35.303
6.3912,3206.5,579.08,-35.127
6.4412,3235.4,577.33,-34.95
6.4912,3264.2,575.58,-34.774
6.5412,3293,573.85,-34.599
6.5912,3321.6,572.12,-34.428
6.6412,3350.2,570.41,-34.258
6.6912,3378.6,568.7,-34.091
6.7412,3407,567,-33.925
6.7912,3435.3,565.3,-33.761
6.8412,3463.6,563.62,-33.596
6.8912,3491.7,561.94,-33.431
6.9412,3519.8,560.28,-33.269
6.9912,3547.7,558.62,-33.11
7.0412,3575.6,556.97,-32.953
7.0912,3603.4,555.32,-32.798
7.1412,3631.2,553.69,-32.646
7.1912,3658.8,552.06,-32.494
7.2412,3686.4,550.44,-32.344
7.2912,3713.8,548.82,-32.193
7.3412,3741.2,547.22,-32.041
7.3912,3768.6,545.62,-31.89
7.4412,3795.8,544.03,-31.74
7.4912,3823,542.45,-31.594
7.5412,3850.1,540.87,-31.448
7.5912,3877.1,539.3,-31.307
7.6412,3904,537.74,-31.165
7.6912,3930.8,536.18,-31.023
7.7412,3957.6,534.64,-30.881
7.7912,3984.3,533.1,-30.738
7.8412,4010.9,531.56,-30.597
7.8912,4037.4,530.04,-30.46
7.9412,4063.9,528.52,-30.325
7.9912,4090.3,527,-30.193
8.0412,4116.6,525.5,-30.061
8.0912,4142.9,524,-29.932
8.1412,4169,522.5,-29.804
8.1912,4195.1,521.02,-29.674
8.2412,4221.1,519.54,-29.544
8.2912,4247.1,518.06,-29.412
8.3412,4272.9,516.6,-29.283
8.3912,4298.7,515.13,-29.155
8.4412,4324.4,513.68,-29.03
8.4912,4350.1,512.23,-28.907
8.5412,4375.7,510.79,-28.787
8.5912,4401.2,509.35,-28.665
8.6412,4426.6,507.92,-28.543
8.6912,4452,506.5,-28.42
8.7412,4477.2,505.08,-28.297
8.7912,4502.5,503.67,-28.175
8.8412,4527.6,502.26,-28.059
8.8912,4552.7,500.86,-27.943
8.9412,4577.7,499.47,-27.829
8.9912,4602.6,498.08,-27.717
9.0412,4627.5,496.7,-27.607
9.0912,4652.3,495.32,-27.497
9.1412,4677,493.95,-27.387
9.1912,4701.7,492.58,-27.275
9.2412,4726.3,491.22,-27.162
9.2912,4750.8,489.86,-27.05
9.3412,4775.3,488.51,-26.94
9.3912,4799.7,487.17,-26.831
9.4412,4824,485.83,-26.724
9.4913,4848.3,484.5,-26.62
9.5413,4872.4,483.17,-26.518
9.5913,4896.6,481.85,-26.415
9.6413,4920.6,480.53,-26.31
9.6913,4944.6,479.21,-26.204
9.7413,4968.6,477.91,-26.098
9.7913,4992.4,476.61,-25.992
9.8413,5016.2,475.31,-25.891
9.8913,5039.9,474.02,-25.794
9.9413,5063.6,472.73,-25.699
9.9913,5087.2,471.45,-25.605
10.041,5110.8,470.17,-25.512
10.091,5134.2,468.89,-25.417
10.141,5157.7,467.63,-25.321
10.191,5181,466.36,-25.222
10.241,5204.3,465.1,-25.125
10.291,5227.5,463.85,-25.029
10.341,5250.7,462.6,-24.935
10.391,5273.8,461.36,-24.842
10.441,5296.8,460.12,-24.753
10.491,5319.8,458.88,-24.664
10.541,5342.7,457.65,-24.577
10.591,5365.5,456.42,-24.488
10.641,5388.3,455.2,-24.399
10.691,5411.1,453.98,-24.309
10.741,5433.7,452.77,-24.217
10.791,5456.3,451.56,-24.127
10.841,5478.9,450.36,-24.038
10.891,5501.4,449.16,-23.951
10.941,5523.8,447.96,-23.867
10.991,5546.2,446.77,-23.786
11.041,5568.5,445.58,-23.707
11.091,5590.7,444.4,-23.627
11.141,5612.9,443.22,-23.546
11.191,5635.1,442.05,-23.462
11.241,5657.1,440.88,-23.381
11.291,5679.1,439.71,-23.299
11.341,5701.1,438.55,-23.217
11.391,5723,437.39,-23.137
11.441,5744.8,436.23,-23.057
11.491,5766.6,435.08,-22.98
11.541,5788.3,433.93,-22.904
11.591,5810,432.79,-22.827
11.641,5831.6,431.65,-22.751
11.691,5853.2,430.52,-22.675
11.741,5874.7,429.38,-22.599
11.791,5896.1,428.26,-22.523
11.841,5917.5,427.13,-22.447
11.891,5938.8,426.01,-22.37
11.941,5960.1,424.89,-22.296
11.991,5981.3,423.78,-22.222
12.041,6002.5,422.67,-22.151
12.091,6023.6,421.57,-22.081
12.141,6044.6,420.46,-22.012
12.191,6065.6,419.36,-21.943
12.241,6086.6,418.27,-21.873
12.291,6107.5,417.18,-21.804
12.341,6128.3,416.09,-21.735
12.391,6149.1,415,-21.665
12.441,6169.8,413.92,-21.596
12.491,6190.5,412.84,-21.528
12.541,6211.1,411.77,-21.462
12.591,6231.6,410.7,-21.397
12.641,6252.2,409.63,-21.337
12.691,6272.6,408.56,-21.278
12.741,6293,407.5,-21.22
12.791,6313.4,406.44,-21.159
12.841,6333.7,405.39,-21.1
12.891,6353.9,404.33,-21.042
12.941,6374.1,403.28,-20.985
12.991,6394.2,402.23,-20.937
13.041,6414.3,401.19,-20.889
13.091,6434.3,400.15,-20.841
13.141,6454.3,399.1,-20.795
13.191,6474.3,398.07,-20.747
13.241,6494.1,397.03,-20.699
13.291,6514,396,-20.658
13.341,6533.7,394.96,-20.619
13.391,6553.5,393.93,-20.58
13.441,6573.1,392.91,-20.543
13.491,6592.7,391.88,-20.504
13.541,6612.3,390.86,-20.464
13.591,6631.8,389.83,-20.426
13.641,6651.3,388.81,-20.39
13.691,6670.7,387.79,-20.354
13.741,6690.1,386.78,-20.319
13.791,6709.4,385.76,-20.285
13.841,6728.6,384.75,-20.25
13.891,6747.9,383.74,-20.216
13.941,6767,382.73,-20.181
13.991,6786.1,381.72,-20.148
14.041,6805.2,380.71,-20.115
14.091,6824.2,379.71,-20.081
14.141,6843.2,378.7,-20.047
14.191,6862.1,377.7,-20.013
14.241,6880.9,376.7,-19.979
14.291,6899.7,375.7,-19.944
14.341,6918.5,374.71,-19.909
14.391,6937.2,373.71,-19.874
14.441,6955.9,372.72,-19.84
14.491,6974.5,371.73,-19.806
14.541,6993.1,370.74,-19.77
14.591,7011.6,369.75,-19.737
14.641,7030,368.77,-19.704
14.691,7048.4,367.78,-19.668
14.741,7066.8,366.8,-19.632
14.791,7085.1,365.82,-19.596
14.841,7103.4,364.84,-19.561
14.891,7121.6,363.86,-19.524
14.941,7139.8,362.89,-19.489
14.991,7157.9,361.91,-19.452
15.041,7176,360.94,-19.412
15.091,7194,359.97,-19.371
15.141,7212,359.01,-19.331
15.191,7229.9,358.04,-19.29
15.241,7247.8,357.08,-19.25
15.291,7265.6,356.12,-19.209
15.341,7283.4,355.16,-19.168
15.391,7301.1,354.2,-19.123
15.441,7318.8,353.24,-19.079
15.491,7336.4,352.29,-19.035
15.541,7354,351.34,-18.991
15.591,7371.6,350.39,-18.947
15.641,7389.1,349.45,-18.903
15.691,7406.5,348.5,-18.858
15.741,7423.9,347.56,-18.806
15.791,7441.3,346.62,-18.754
15.841,7458.6,345.68,-18.704
15.891,7475.8,344.75,-18.654
15.941,7493.1,343.82,-18.603
15.991,7510.2,342.89,-18.553
16.041,7527.3,341.96,-18.505
16.091,7544.4,341.04,-18.453
16.141,7561.4,340.12,-18.401
16.191,7578.4,339.2,-18.349
16.241,7595.4,338.28,-18.298
16.291,7612.3,337.37,-18.247
16.341,7629.1,336.46,-18.196
16.391,7645.9,335.55,-18.144
16.441,7662.7,334.64,-18.091
16.491,7679.4,333.74,-18.033
16.541,7696,332.84,-17.974
16.591,7712.7,331.94,-17.915
16.641,7729.2,331.05,-17.858
16.691,7745.8,330.16,-17.8
16.741,7762.2,329.27,-17.743
16.791,7778.7,328.38,-17.686
16.841,7795.1,327.5,-17.622
16.891,7811.4,326.62,-17.558
16.941,7827.7,325.74,-17.494
16.991,7844,324.87,-17.431
17.041,7860.2,324,-17.368
17.091,7876.4,323.13,-17.307
17.141,7892.5,322.27,-17.246
17.191,7908.6,321.41,-17.184
17.241,7924.7,320.55,-17.116
17.291,7940.7,319.7,-17.047
17.341,7956.7,318.85,-16.98
17.391,7972.6,318,-16.911
17.441,7988.5,317.16,-16.843
17.491,8004.3,316.32,-16.776
17.541,8020.1,315.48,-16.711
17.591,8035.8,314.65,-16.643
17.641,8051.6,313.82,-16.57
17.691,8067.2,312.99,-16.498
17.741,8082.8,312.17,-16.426
17.791,8098.4,311.35,-16.355
17.841,8114,310.53,-16.286
17.891,8129.5,309.72,-16.218
17.941,8145,308.91,-16.151
17.991,8160.4,308.1,-16.086
18.041,8175.8,307.3,-16.04
18.091,8191.1,306.5,-15.994
18.141,8206.4,305.7,-15.95
18.191,8221.7,304.9,-15.903
18.241,8236.9,304.11,-15.857
18.291,8252.1,303.32,-15.811
18.341,8267.2,302.53,-15.766
18.391,8282.3,301.74,-15.72
18.441,8297.4,300.96,-15.675
18.491,8312.4,300.17,-15.631
18.541,8327.4,299.39,-15.588
18.591,8342.4,298.61,-15.545
18.641,8357.3,297.84,-15.502
18.691,8372.2,297.06,-15.46
18.741,8387,296.29,-15.418
18.791,8401.8,295.52,-15.377
18.841,8416.5,294.75,-15.337
18.891,8431.3,293.99,-15.296
18.941,8445.9,293.23,-15.256
18.991,8460.6,292.46,-15.216
19.041,8475.2,291.7,-15.177
19.091,8489.8,290.95,-15.137
19.141,8504.3,290.19,-15.097
19.191,8518.8,289.44,-15.058
19.241,8533.2,288.68,-15.019
19.291,8547.6,287.93,-14.981
19.341,8562,287.19,-14.943
19.391,8576.4,286.44,-14.905
19.441,8590.7,285.7,-14.868
19.491,8604.9,284.95,-14.831
19.541,8619.2,284.21,-14.794
19.591,8633.4,283.47,-14.758
19.641,8647.5,282.74,-14.722
19.691,8661.6,282,-14.687
19.741,8675.7,281.27,-14.651
19.791,8689.8,280.54,-14.616
19.841,8703.8,279.81,-14.581
19.891,8717.7,279.08,-14.547
19.941,8731.7,278.35,-14.514
19.991,8745.6,277.63,-14.481
20.041,8759.4,276.9,-14.447
20.091,8773.3,276.18,-14.414
20.141,8787.1,275.46,-14.381
20.191,8800.8,274.74,-14.346
20.241,8814.5,274.03,-14.308
20.291,8828.2,273.31,-14.27
20.341,8841.9,272.6,-14.233
20.391,8855.5,271.89,-14.196
20.441,8869.1,271.18,-14.159
20.491,8882.6,270.47,-14.122
20.541,8896.1,269.77,-14.086
20.591,8909.6,269.07,-14.051
20.641,8923,268.36,-14.016
20.691,8936.4,267.66,-13.982
20.741,8949.8,266.97,-13.948
20.791,8963.1,266.27,-13.915
20.841,8976.4,265.57,-13.881
20.891,8989.7,264.88,-13.849
20.941,9002.9,264.19,-13.818
20.991,9016.1,263.5,-13.787
21.041,9029.2,262.81,-13.756
21.091,9042.4,262.12,-13.725
21.141,9055.4,261.44,-13.695
21.191,9068.5,260.75,-13.665
21.241,9081.5,260.07,-13.635
21.291,9094.5,259.39,-13.604
21.341,9107.5,258.71,-13.574
21.391,9120.4,258.03,-13.544
21.441,9133.3,257.36,-13.513
21.491,9146.1,256.68,-13.483
21.541,9158.9,256.01,-13.453
21.591,9171.7,255.34,-13.423
21.641,9184.5,254.67,-13.394
21.691,9197.2,254,-13.366
21.741,9209.9,253.33,-13.337
21.791,9222.5,252.66,-13.31
21.841,9235.1,252,-13.282
21.891,9247.7,251.33,-13.255
21.941,9260.3,250.67,-13.228
21.991,9272.8,250.01,-13.201
22.041,9285.3,249.35,-13.175
22.091,9297.7,248.69,-13.149
22.141,9310.1,248.04,-13.123
22.191,9322.5,247.38,-13.098
22.241,9334.9,246.73,-13.073
22.291,9347.2,246.08,-13.048
22.341,9359.5,245.42,-13.023
22.391,9371.7,244.77,-12.998
22.441,9384,244.12,-12.973
22.491,9396.2,243.48,-12.949
22.541,9408.3,242.83,-12.924
22.591,9420.4,242.18,-12.899
22.641,9432.5,241.54,-12.874
22.691,9444.6,240.9,-12.849
22.741,9456.6,240.25,-12.825
22.791,9468.6,239.61,-12.8
22.841,9480.6,238.97,-12.777
22.891,9492.5,238.34,-12.753
22.941,9504.4,237.7,-12.73
22.991,9516.3,237.06,-12.707
23.041,9528.1,236.43,-12.684
23.091,9539.9,235.79,-12.662
23.141,9551.7,235.16,-12.64
23.191,9563.4,234.53,-12.618
23.241,9575.2,233.9,-12.597
23.291,9586.8,233.27,-12.575
23.341,9598.5,232.64,-12.554
23.391,9610.1,232.01,-12.533
23.441,9621.7,231.39,-12.512
23.491,9633.2,230.76,-12.491
23.541,9644.8,230.14,-12.471
23.591,9656.2,229.52,-12.45
23.641,9667.7,228.89,-12.43
23.691,9679.1,228.27,-12.41
23.741,9690.5,227.65,-12.39
23.791,9701.9,227.03,-12.37
23.841,9713.2,226.42,-12.35
23.891,9724.5,225.8,-12.331
23.941,9735.8,225.18,-12.311
23.991,9747.1,224.57,-12.292
24.041,9758.3,223.95,-12.272
24.091,9769.5,223.34,-12.253
24.141,9780.6,222.73,-12.233
24.191,9791.7,222.12,-12.214
24.241,9802.8,221.51,-12.195
24.291,9813.9,220.9,-12.176
24.341,9824.9,220.29,-12.157
24.391,9835.9,219.68,-12.139
24.441,9846.9,219.08,-12.12
24.491,9857.8,218.47,-12.102
24.541,9868.7,217.87,-12.084
24.591,9879.6,217.26,-12.066
24.641,9890.5,216.66,-12.049
24.691,9901.3,216.06,-12.031
24.741,9912.1,215.46,-12.014
24.791,9922.8,214.86,-11.997
24.841,9933.5,214.26,-11.98
24.891,9944.2,213.66,-11.963
24.941,9954.9,213.06,-11.946
24.991,9965.5,212.46,-11.929
25.041,9976.2,211.87,-11.912
25.091,9986.7,211.27,-11.896
25.141,9997.3,210.68,-11.88
25.191,10008,210.08,-11.864
25.241,10018,209.49,-11.848
25.291,10029,208.9,-11.832
25.341,10039,208.31,-11.817
25.391,10050,207.72,-11.801
25.441,10060,207.13,-11.786
25.491,10070,206.54,-11.77
25.541,10081,205.95,-11.754
25.591,10091,205.36,-11.739
25.641,10101,204.78,-11.723
25.691,10111,204.19,-11.708
25.741,10122,203.61,-11.693
25.791,10132,203.02,-11.678
25.841,10142,202.44,-11.663
25.891,10152,201.86,-11.648
25.941,10162,201.27,-11.633
25.991,10172,200.69,-11.618
26.041,10182,200.11,-11.604
26.091,10192,199.53,-11.589
26.141,10202,198.95,-11.575
26.191,10212,198.37,-11.561
26.241,10222,197.8,-11.547
26.291,10232,197.22,-11.534
26.341,10242,196.64,-11.52
26.391,10251,196.07,-11.507
26.441,10261,195.49,-11.494
26.491,10271,194.92,-11.481
26.541,10281,194.34,-11.468
26.591,10290,193.77,-11.455
26.641,10300,193.2,-11.442
26.691,10310,192.63,-11.43
26.741,10319,192.06,-11.417
26.791,10329,191.49,-11.403
26.841,10339,190.92,-11.39
26.891,10348,190.35,-11.378
26.941,10358,189.78,-11.365
26.991,10367,189.21,-11.352
27.041,10376,188.64,-11.339
27.091,10386,188.08,-11.326
27.141,10395,187.51,-11.314
27.191,10405,186.94,-11.302
27.241,10414,186.38,-11.29
27.291,10423,185.82,-11.277
27.341,10433,185.25,-11.265
27.391,10442,184.69,-11.253
27.441,10451,184.13,-11.241
27.491,10460,183.57,-11.229
27.541,10469,183,-11.217
27.591,10479,182.44,-11.205
27.641,10488,181.88,-11.193
27.691,10497,181.32,-11.182
27.741,10506,180.77,-11.17
27.791,10515,180.21,-11.159
27.841,10524,179.65,-11.148
27.891,10533,179.09,-11.137
27.941,10542,178.54,-11.126
27.991,10551,177.98,-11.115
28.041,10559,177.42,-11.105
28.091,10568,176.87,-11.094
28.141,10577,176.32,-11.083
28.191,10586,175.76,-11.073
28.241,10595,175.21,-11.063
28.291,10603,174.65,-11.052
28.341,10612,174.1,-11.042
28.391,10621,173.55,-11.032
28.441,10630,173,-11.022
28.491,10638,172.45,-11.013
28.541,10647,171.9,-11.003
28.591,10655,171.35,-10.994
28.641,10664,170.8,-10.984
28.691,10672,170.25,-10.975
28.741,10681,169.7,-10.965
28.791,10689,169.15,-10.955
28.841,10698,168.61,-10.946
28.891,10706,168.06,-10.936
28.941,10715,167.51,-10.927
28.991,10723,166.97,-10.917
29.041,10731,166.42,-10.907
29.091,10740,165.88,-10.898
29.141,10748,165.33,-10.889
29.191,10756,164.79,-10.879
29.241,10764,164.24,-10.869
29.291,10773,163.7,-10.859
29.341,10781,163.16,-10.85
29.391,10789,162.61,-10.84
29.441,10797,162.07,-10.831
29.491,10805,161.53,-10.822
29.541,10813,160.99,-10.813
29.591,10821,160.45,-10.804
29.641,10829,159.91,-10.795
29.691,10837,159.37,-10.786
29.741,10845,158.83,-10.777
29.791,10853,158.29,-10.768
29.841,10861,157.75,-10.76
29.891,10869,157.22,-10.751
29.941,10877,156.68,-10.743
29.991,10885,156.14,-10.735
30.041,10892,155.61,-10.726
30.091,10900,155.07,-10.718
30.141,10908,154.53,-10.71
30.191,10916,154,-10.702
30.241,10923,153.46,-10.694
30.291,10931,152.93,-10.686
30.341,10939,152.4,-10.678
30.391,10946,151.86,-10.671
30.441,10954,151.33,-10.663
30.491,10961,150.8,-10.655
30.541,10969,150.26,-10.648
30.591,10976,149.73,-10.64
30.641,10984,149.2,-10.633
30.691,10991,148.67,-10.626
30.741,10999,148.14,-10.619
30.791,11006,147.61,-10.611
30.841,11013,147.08,-10.604
30.891,11021,146.55,-10.597
30.941,11028,146.02,-10.59
30.991,11035,145.49,-10.583
31.041,11043,144.96,-10.576
31.091,11050,144.43,-10.569
31.141,11057,143.9,-10.562
31.191,11064,143.37,-10.555
31.241,11071,142.84,-10.548
31.291,11079,142.32,-10.541
31.341,11086,141.79,-10.534
31.391,11093,141.26,-10.527
31.441,11100,140.74,-10.52
31.491,11107,140.21,-10.513
31.541,11114,139.69,-10.506
31.591,11121,139.16,-10.499
31.641,11128,138.64,-10.492
31.691,11135,138.11,-10.485
31.741,11142,137.59,-10.478
31.791,11148,137.06,-10.471
31.841,11155,136.54,-10.464
31.891,11162,136.02,-10.457
31.941,11169,135.5,-10.45
31.991,11176,134.97,-10.443
32.041,11182,134.45,-10.436
32.091,11189,133.93,-10.429
32.141,11196,133.41,-10.423
32.191,11202,132.89,-10.417
32.241,11209,132.37,-10.41
32.291,11216,131.85,-10.404
32.341,11222,131.33,-10.398
32.391,11229,130.81,-10.392
32.441,11235,130.29,-10.386
32.491,11242,129.77,-10.38
32.541,11248,129.25,-10.374
32.591,11255,128.73,-10.368
32.641,11261,128.21,-10.362
32.691,11268,127.69,-10.356
32.741,11274,127.18,-10.35
32.791,11280,126.66,-10.345
32.841,11287,126.14,-10.339
32.891,11293,125.63,-10.334
32.941,11299,125.11,-10.328
32.991,11305,124.59,-10.323
33.041,11312,124.08,-10.318
33.091,11318,123.56,-10.312
33.141,11324,123.05,-10.307
33.191,11330,122.53,-10.302
33.241,11336,122.02,-10.297
33.291,11342,121.5,-10.292
33.341,11348,120.99,-10.287
33.391,11354,120.47,-10.283
33.441,11360,119.96,-10.279
33.491,11366,119.44,-10.274
33.541,11372,118.93,-10.269
33.591,11378,118.42,-10.265
33.641,11384,117.9,-10.26
33.691,11390,117.39,-10.256
33.741,11396,116.88,-10.252
33.791,11402,116.37,-10.247
33.841,11408,115.85,-10.243
33.891,11413,115.34,-10.239
33.941,11419,114.83,-10.235
33.991,11425,114.32,-10.23
34.041,11431,113.81,-10.225
34.091,11436,113.3,-10.22
34.141,11442,112.78,-10.216
34.191,11447,112.27,-10.212
34.241,11453,111.76,-10.207
34.291,11459,111.25,-10.203
34.341,11464,110.74,-10.199
34.391,11470,110.23,-10.194
34.441,11475,109.72,-10.189
34.491,11481,109.21,-10.185
34.541,11486,108.7,-10.18
34.591,11492,108.2,-10.175
34.641,11497,107.69,-10.17
34.691,11502,107.18,-10.166
34.741,11508,106.67,-10.161
34.791,11513,106.16,-10.157
34.841,11518,105.66,-10.152
34.891,11524,105.15,-10.148
34.941,11529,104.64,-10.143
34.991,11534,104.13,-10.139
35.041,11539,103.63,-10.135
35.091,11544,103.12,-10.13
35.141,11550,102.61,-10.126
35.191,11555,102.11,-10.122
35.241,11560,101.6,-10.118
35.291,11565,101.1,-10.114
35.341,11570,100.59,-10.11
35.391,11575,100.08,-10.106
35.441,11580,99.579,-10.102
35.491,11585,99.074,-10.098
35.541,11590,98.569,-10.095
35.591,11595,98.065,-10.091
35.641,11600,97.56,-10.087
35.691,11604,97.056,-10.083
35.741,11609,96.552,-10.08
35.791,11614,96.048,-10.076
35.841,11619,95.544,-10.073
35.891,11624,95.041,-10.069
35.941,11628,94.537,-10.066
35.991,11633,94.034,-10.062
36.041,11638,93.531,-10.059
36.091,11642,93.028,-10.055
36.141,11647,92.526,-10.052
36.191,11652,92.023,-10.048
36.241,11656,91.521,-10.045
36.291,11661,91.019,-10.042
36.341,11665,90.517,-10.038
36.391,11670,90.015,-10.035
36.441,11674,89.513,-10.032
36.491,11679,89.012,-10.029
36.541,11683,88.51,-10.025
36.591,11688,88.009,-10.022
36.641,11692,87.508,-10.019
36.691,11696,87.007,-10.016
36.741,11701,86.506,-10.013
36.791,11705,86.006,-10.01
36.841,11709,85.505,-10.007
36.891,11714,85.005,-10.005
36.941,11718,84.505,-10.002
36.991,11722,84.005,-9.9991
37.041,11726,83.505,-9.9965
37.091,11730,83.005,-9.9938
37.141,11735,82.506,-9.9913
37.191,11739,82.006,-9.9887
37.241,11743,81.507,-9.9861
37.291,11747,81.007,-9.9837
37.341,11751,80.508,-9.9817
37.391,11755,80.009,-9.9791
37.441,11759,79.51,-9.9759
37.491,11763,79.012,-9.9732
37.541,11767,78.513,-9.9705
37.591,11771,78.015,-9.9678
37.641,11775,77.516,-9.9648
37.691,11779,77.018,-9.9625
37.741,11782,76.52,-9.9599
37.791,11786,76.022,-9.9576
37.841,11790,75.524,-9.9553
37.891,11794,75.027,-9.9526
37.941,11797,74.529,-9.9498
37.991,11801,74.032,-9.947
38.041,11805,73.534,-9.9448
38.091,11809,73.037,-9.9423
38.141,11812,72.54,-9.9401
38.191,11816,72.043,-9.9378
38.241,11819,71.546,-9.9355
38.291,11823,71.05,-9.9332
38.341,11826,70.553,-9.9304
38.391,11830,70.057,-9.9277
38.441,11833,69.56,-9.9252
38.491,11837,69.064,-9.9223
38.541,11840,68.568,-9.9201
38.591,11844,68.072,-9.9177
38.641,11847,67.576,-9.9151
38.691,11851,67.08,-9.9125
38.741,11854,66.585,-9.9099
38.791,11857,66.089,-9.9076
38.841,11861,65.594,-9.905
38.891,11864,65.099,-9.9023
38.941,11867,64.604,-9.8998
38.991,11870,64.109,-9.8973
39.041,11873,63.614,-9.8949
39.091,11877,63.12,-9.8926
39.141,11880,62.625,-9.8901
39.191,11883,62.131,-9.8878
39.241,11886,61.636,-9.8857
39.291,11889,61.142,-9.8837
39.341,11892,60.648,-9.8818
39.391,11895,60.154,-9.8797
