Time,Altitude,Vertical_velocity,Vertical_acceleration
166.34,5936.1,-41.559,0.16058
166.39,5934,-41.55,0.17013
166.44,5932,-41.542,0.18105
166.49,5929.9,-41.532,0.19196
166.54,5927.8,-41.522,0.20348
166.59,5925.7,-41.512,0.216
166.64,5923.6,-41.501,0.22376
166.69,5921.6,-41.49,0.23122
166.74,5919.5,-41.478,0.23783
166.79,5917.4,-41.466,0.2439
166.84,5915.4,-41.453,0.25176
166.89,5913.3,-41.441,0.25536
166.94,5911.2,-41.428,0.26206
166.99,5909.1,-41.415,0.26808
167.04,5907.1,-41.401,0.26765
167.09,5905,-41.388,0.27374
167.14,5902.9,-41.374,0.27574
167.19,5900.9,-41.36,0.27867
167.24,5898.8,-41.346,0.27716
167.29,5896.7,-41.332,0.27539
167.34,5894.7,-41.319,0.27357
167.39,5892.6,-41.305,0.27111
167.44,5890.5,-41.291,0.2675
167.49,5888.5,-41.278,0.26148
167.54,5886.4,-41.265,0.25777
167.59,5884.3,-41.253,0.24808
167.64,5882.3,-41.24,0.24113
167.69,5880.2,-41.228,0.23848
167.74,5878.2,-41.217,0.23294
167.79,5876.1,-41.205,0.22577
167.84,5874,-41.194,0.21663
167.89,5872,-41.183,0.20732
167.94,5869.9,-41.173,0.19836
167.99,5867.9,-41.164,0.19086
168.04,5865.8,-41.154,0.18006
168.09,5863.7,-41.146,0.17173
168.14,5861.7,-41.137,0.16181
168.19,5859.6,-41.129,0.1488
168.24,5857.6,-41.122,0.13488
168.29,5855.5,-41.116,0.12478
168.34,5853.5,-41.11,0.11401
168.39,5851.4,-41.104,0.10484
168.44,5849.3,-41.099,0.094677
168.49,5847.3,-41.095,0.084155
168.54,5845.2,-41.091,0.072964
168.59,5843.2,-41.088,0.061876
168.64,5841.1,-41.085,0.051684
168.69,5839.1,-41.082,0.042753
168.74,5837,-41.081,0.0321
168.79,5835,-41.079,0.02192
168.84,5832.9,-41.078,0.014562
168.89,5830.9,-41.078,0.007149
168.94,5828.8,-41.078,-0.0025075
168.99,5826.8,-41.078,-0.009284
169.04,5824.7,-41.079,-0.017289
169.09,5822.6,-41.08,-0.0249
169.14,5820.6,-41.081,-0.030804
169.19,5818.5,-41.083,-0.033874
169.24,5816.5,-41.085,-0.039216
169.29,5814.4,-41.087,-0.042491
169.34,5812.4,-41.089,-0.048086
169.39,5810.3,-41.091,-0.050884
169.44,5808.3,-41.094,-0.056495
169.49,5806.2,-41.097,-0.057753
169.54,5804.2,-41.1,-0.058669
169.59,5802.1,-41.103,-0.059067
169.64,5800,-41.106,-0.059685
169.69,5798,-41.109,-0.057633
169.74,5795.9,-41.111,-0.055052
169.79,5793.9,-41.114,-0.053526
169.84,5791.8,-41.117,-0.05021
169.89,5789.8,-41.119,-0.043909
169.94,5787.7,-41.121,-0.041934
169.99,5785.7,-41.123,-0.037287
170.04,5783.6,-41.125,-0.0355
170.09,5781.5,-41.127,-0.030492
170.14,5779.5,-41.128,-0.025247
170.19,5777.4,-41.129,-0.019538
170.24,5775.4,-41.13,-0.010531
170.29,5773.3,-41.13,-0.0041617
170.34,5771.3,-41.13,0.005324
170.39,5769.2,-41.13,0.013252
170.44,5767.1,-41.129,0.017472
170.49,5765.1,-41.128,0.02471
170.54,5763,-41.127,0.033907
170.59,5761,-41.125,0.04285
170.64,5758.9,-41.122,0.052377
170.69,5756.9,-41.119,0.060626
170.74,5754.8,-41.116,0.07022
170.79,5752.8,-41.112,0.079993
170.84,5750.7,-41.108,0.090342
170.89,5748.6,-41.103,0.10125
170.94,5746.6,-41.098,0.11184
170.99,5744.5,-41.092,0.12105
171.04,5742.5,-41.086,0.1289
171.09,5740.4,-41.079,0.1331
171.14,5738.4,-41.072,0.1455
171.19,5736.3,-41.065,0.15496
171.24,5734.3,-41.057,0.16313
171.29,5732.2,-41.049,0.16896
171.34,5730.2,-41.04,0.17935
171.39,5728.1,-41.031,0.18896
171.44,5726.1,-41.021,0.19754
171.49,5724,-41.011,0.2036
171.54,5722,-41.001,0.20701
171.59,5719.9,-40.99,0.21301
171.64,5717.9,-40.979,0.22184
171.69,5715.8,-40.968,0.22621
171.74,5713.8,-40.957,0.2339
171.79,5711.7,-40.945,0.23427
171.84,5709.7,-40.933,0.23317
171.89,5707.6,-40.922,0.23492
171.94,5705.6,-40.91,0.23526
171.99,5703.5,-40.898,0.23933
172.04,5701.5,-40.886,0.23889
172.09,5699.4,-40.874,0.24087
172.14,5697.4,-40.862,0.24007
172.19,5695.4,-40.85,0.23736
172.24,5693.3,-40.838,0.22996
172.29,5691.3,-40.827,0.22768
172.34,5689.2,-40.816,0.22535
172.39,5687.2,-40.804,0.22508
172.44,5685.1,-40.793,0.21954
172.49,5683.1,-40.782,0.21237
172.54,5681.1,-40.772,0.20539
172.59,5679,-40.762,0.19984
172.64,5677,-40.752,0.19209
172.69,5675,-40.743,0.18591
172.74,5672.9,-40.734,0.17499
172.79,5670.9,-40.725,0.16669
172.84,5668.8,-40.717,0.15724
172.89,5666.8,-40.709,0.14819
172.94,5664.8,-40.702,0.13963
172.99,5662.7,-40.695,0.1299
173.04,5660.7,-40.689,0.11735
173.09,5658.7,-40.683,0.11333
173.14,5656.6,-40.678,0.10224
173.19,5654.6,-40.673,0.089813
173.24,5652.6,-40.669,0.078013
173.29,5650.5,-40.665,0.069617
173.34,5648.5,-40.662,0.064775
173.39,5646.5,-40.659,0.057009
173.44,5644.4,-40.656,0.046322
173.49,5642.4,-40.654,0.033815
173.54,5640.4,-40.653,0.024455
173.59,5638.3,-40.652,0.019153
173.64,5636.3,-40.651,0.012781
173.69,5634.3,-40.651,0.006856
173.74,5632.2,-40.65,-0.0014755
173.79,5630.2,-40.651,-0.0093733
173.84,5628.2,-40.651,-0.016231
173.89,5626.1,-40.652,-0.021772
173.94,5624.1,-40.653,-0.026919
173.99,5622.1,-40.655,-0.03442
174.04,5620,-40.657,-0.037842
174.09,5618,-40.659,-0.042093
174.14,5616,-40.661,-0.0471
174.19,5613.9,-40.663,-0.050456
174.24,5611.9,-40.666,-0.051403
174.29,5609.9,-40.669,-0.05162
174.34,5607.8,-40.671,-0.054342
174.39,5605.8,-40.674,-0.054986
174.44,5603.8,-40.677,-0.053683
174.49,5601.7,-40.679,-0.052679
174.54,5599.7,-40.682,-0.051264
174.59,5597.7,-40.685,-0.050457
174.64,5595.6,-40.687,-0.049715
174.69,5593.6,-40.689,-0.04591
174.74,5591.6,-40.692,-0.043011
174.79,5589.5,-40.694,-0.03714
174.84,5587.5,-40.695,-0.033859
174.89,5585.5,-40.697,-0.029983
174.94,5583.4,-40.698,-0.026082
174.99,5581.4,-40.7,-0.02285
175.04,5579.4,-40.701,-0.015975
175.09,5577.3,-40.701,-0.0080316
175.14,5575.3,-40.701,-0.0015697
175.19,5573.3,-40.701,0.006002
175.24,5571.2,-40.701,0.012942
175.29,5569.2,-40.7,0.021534
175.34,5567.2,-40.699,0.027124
175.39,5565.1,-40.697,0.035488
175.44,5563.1,-40.695,0.044713
175.49,5561,-40.693,0.053883
175.54,5559,-40.69,0.060857
175.59,5557,-40.687,0.06826
175.64,5554.9,-40.683,0.074736
175.69,5552.9,-40.679,0.084193
175.74,5550.9,-40.675,0.090667
175.79,5548.8,-40.67,0.099948
175.84,5546.8,-40.665,0.10805
175.89,5544.8,-40.659,0.115
175.94,5542.7,-40.653,0.12079
175.99,5540.7,-40.647,0.12949
176.04,5538.7,-40.64,0.13712
176.09,5536.6,-40.633,0.14291
176.14,5534.6,-40.626,0.14834
176.19,5532.6,-40.619,0.15504
176.24,5530.6,-40.611,0.16174
176.29,5528.5,-40.602,0.16968
176.34,5526.5,-40.594,0.17041
176.39,5524.5,-40.585,0.1736
176.44,5522.4,-40.576,0.17933
176.49,5520.4,-40.567,0.18372
176.54,5518.4,-40.558,0.18918
176.59,5516.4,-40.548,0.19179
176.64,5514.3,-40.539,0.19394
176.69,5512.3,-40.529,0.19382
176.74,5510.3,-40.519,0.19758
176.79,5508.2,-40.509,0.19778
176.84,5506.2,-40.5,0.19706
176.89,5504.2,-40.49,0.19808
176.94,5502.2,-40.48,0.20113
176.99,5500.1,-40.47,0.19664
177.04,5498.1,-40.46,0.19517
177.09,5496.1,-40.45,0.19673
177.14,5494.1,-40.44,0.19673
177.19,5492.1,-40.431,0.19331
177.24,5490,-40.421,0.19157
177.29,5488,-40.411,0.18605
177.34,5486,-40.402,0.18141
177.39,5484,-40.393,0.18304
177.44,5482,-40.384,0.18044
177.49,5479.9,-40.375,0.1771
177.54,5477.9,-40.366,0.17529
177.59,5475.9,-40.358,0.16971
177.64,5473.9,-40.349,0.1647
177.69,5471.9,-40.341,0.15852
177.74,5469.8,-40.333,0.1555
177.79,5467.8,-40.326,0.15162
177.84,5465.8,-40.318,0.14693
177.89,5463.8,-40.311,0.14298
177.94,5461.8,-40.304,0.13697
177.99,5459.8,-40.297,0.13402
178.04,5457.8,-40.291,0.1286
178.09,5455.7,-40.284,0.12476
178.14,5453.7,-40.278,0.1197
178.19,5451.7,-40.272,0.11665
178.24,5449.7,-40.267,0.11425
178.29,5447.7,-40.261,0.10966
178.34,5445.7,-40.256,0.10488
178.39,5443.7,-40.25,0.10192
178.44,5441.6,-40.245,0.10045
178.49,5439.6,-40.24,0.096912
178.54,5437.6,-40.236,0.09134
178.59,5435.6,-40.231,0.087706
178.64,5433.6,-40.227,0.085726
178.69,5431.6,-40.223,0.083465
178.74,5429.6,-40.219,0.082665
178.79,5427.6,-40.214,0.083109
178.84,5425.6,-40.21,0.080924
178.89,5423.5,-40.206,0.077805
178.94,5421.5,-40.203,0.074958
178.99,5419.5,-40.199,0.070848
179.04,5417.5,-40.195,0.070284
179.09,5415.5,-40.192,0.07053
179.14,5413.5,-40.188,0.069348
179.19,5411.5,-40.185,0.068893
179.24,5409.5,-40.182,0.066519
179.29,5407.5,-40.178,0.065983
179.34,5405.5,-40.175,0.065666
179.39,5403.5,-40.172,0.066945
179.44,5401.4,-40.168,0.066944
179.49,5399.4,-40.165,0.067699
179.54,5397.4,-40.162,0.065165
179.59,5395.4,-40.158,0.064566
179.64,5393.4,-40.155,0.062782
179.69,5391.4,-40.152,0.062818
179.74,5389.4,-40.149,0.061528
179.79,5387.4,-40.146,0.060854
179.84,5385.4,-40.143,0.060246
179.89,5383.4,-40.14,0.061936
179.94,5381.4,-40.137,0.063857
179.99,5379.4,-40.133,0.059373
180.04,5377.4,-40.131,0.058233
180.09,5375.3,-40.128,0.059669
180.14,5373.3,-40.125,0.060211
180.19,5371.3,-40.122,0.062233
180.24,5369.3,-40.118,0.061973
180.29,5367.3,-40.115,0.060694
180.34,5365.3,-40.112,0.059951
180.39,5363.3,-40.109,0.062689
180.44,5361.3,-40.106,0.06562
180.49,5359.3,-40.103,0.065519
180.54,5357.3,-40.1,0.06454
180.59,5355.3,-40.096,0.063185
180.64,5353.3,-40.093,0.062751
180.69,5351.3,-40.09,0.065259
180.74,5349.3,-40.087,0.067941
180.79,5347.3,-40.083,0.071394
180.84,5345.3,-40.08,0.071784
180.89,5343.3,-40.076,0.070314
180.94,5341.3,-40.073,0.072405
180.99,5339.3,-40.069,0.074634
181.04,5337.3,-40.065,0.076778
181.09,5335.3,-40.061,0.08181
181.14,5333.2,-40.057,0.084169
181.19,5331.2,-40.053,0.086558
181.24,5329.2,-40.048,0.087536
181.29,5327.2,-40.044,0.089369
181.34,5325.2,-40.039,0.091408
181.39,5323.2,-40.035,0.093733
181.44,5321.2,-40.03,0.0963
181.49,5319.2,-40.025,0.10094
181.54,5317.2,-40.02,0.099916
181.59,5315.2,-40.015,0.1032
181.64,5313.2,-40.01,0.10631
181.69,5311.2,-40.004,0.1111
181.74,5309.2,-39.999,0.11198
181.79,5307.2,-39.993,0.11487
181.84,5305.2,-39.987,0.11443
181.89,5303.2,-39.982,0.11703
181.94,5301.2,-39.976,0.12046
181.99,5299.2,-39.97,0.12201
182.04,5297.2,-39.963,0.12428
182.09,5295.2,-39.957,0.12469
182.14,5293.2,-39.951,0.12463
182.19,5291.2,-39.945,0.12994
182.24,5289.2,-39.938,0.13112
182.29,5287.3,-39.931,0.13182
182.34,5285.3,-39.925,0.13447
182.39,5283.3,-39.918,0.13601
182.44,5281.3,-39.911,0.13238
182.49,5279.3,-39.905,0.13309
182.54,5277.3,-39.898,0.1344
182.59,5275.3,-39.891,0.13538
182.64,5273.3,-39.884,0.13542
182.69,5271.3,-39.878,0.13729
182.74,5269.3,-39.871,0.13836
182.79,5267.3,-39.864,0.13375
182.84,5265.3,-39.857,0.13344
182.89,5263.3,-39.851,0.13584
182.94,5261.3,-39.844,0.13656
182.99,5259.3,-39.837,0.13115
183.04,5257.3,-39.83,0.13182
183.09,5255.3,-39.824,0.13168
183.14,5253.4,-39.817,0.12758
183.19,5251.4,-39.811,0.1259
183.24,5249.4,-39.805,0.12542
183.29,5247.4,-39.799,0.1211
183.34,5245.4,-39.793,0.12065
183.39,5243.4,-39.787,0.11888
183.44,5241.4,-39.781,0.11603
183.49,5239.4,-39.775,0.11597
183.54,5237.4,-39.769,0.1126
183.59,5235.5,-39.764,0.10967
183.64,5233.5,-39.758,0.10692
183.69,5231.5,-39.753,0.10648
183.74,5229.5,-39.748,0.10274
183.79,5227.5,-39.743,0.1037
183.84,5225.5,-39.737,0.1
183.89,5223.5,-39.732,0.097719
183.94,5221.5,-39.728,0.094119
183.99,5219.6,-39.723,0.087541
184.04,5217.6,-39.719,0.08806
184.09,5215.6,-39.714,0.087687
184.14,5213.6,-39.71,0.085218
184.19,5211.6,-39.706,0.083904
184.24,5209.6,-39.702,0.080087
184.29,5207.6,-39.698,0.078742
184.34,5205.7,-39.694,0.075595
184.39,5203.7,-39.69,0.075829
184.44,5201.7,-39.686,0.074437
184.49,5199.7,-39.683,0.071079
184.54,5197.7,-39.679,0.072389
184.59,5195.7,-39.675,0.071886
184.64,5193.8,-39.672,0.066847
184.69,5191.8,-39.669,0.066859
184.74,5189.8,-39.665,0.066785
184.79,5187.8,-39.662,0.070477
184.84,5185.8,-39.658,0.067554
184.89,5183.8,-39.655,0.067237
184.94,5181.9,-39.652,0.065294
184.99,5179.9,-39.649,0.065331
185.04,5177.9,-39.645,0.066133
185.09,5175.9,-39.642,0.064473
185.14,5173.9,-39.639,0.065473
185.19,5171.9,-39.635,0.069861
185.24,5170,-39.632,0.069476
185.29,5168,-39.628,0.070229
185.34,5166,-39.625,0.071217
185.39,5164,-39.621,0.075639
185.44,5162,-39.617,0.075836
185.49,5160.1,-39.613,0.078882
185.54,5158.1,-39.609,0.082978
185.59,5156.1,-39.605,0.083952
185.64,5154.1,-39.601,0.085334
185.69,5152.1,-39.597,0.086959
185.74,5150.2,-39.592,0.087655
185.79,5148.2,-39.588,0.09009
185.84,5146.2,-39.583,0.091397
185.89,5144.2,-39.579,0.091142
185.94,5142.2,-39.574,0.09345
185.99,5140.3,-39.569,0.099204
186.04,5138.3,-39.564,0.10243
186.09,5136.3,-39.559,0.10477
186.14,5134.3,-39.554,0.11046
186.19,5132.3,-39.548,0.1165
186.24,5130.4,-39.542,0.12179
186.29,5128.4,-39.536,0.12554
186.34,5126.4,-39.53,0.12526
186.39,5124.4,-39.523,0.12916
186.44,5122.5,-39.517,0.12998
186.49,5120.5,-39.51,0.13417
186.54,5118.5,-39.504,0.13505
186.59,5116.5,-39.497,0.13651
186.64,5114.6,-39.49,0.1364
186.69,5112.6,-39.483,0.13989
186.74,5110.6,-39.476,0.14202
186.79,5108.6,-39.469,0.14647
186.84,5106.7,-39.461,0.15018
186.89,5104.7,-39.454,0.15472
186.94,5102.7,-39.446,0.1574
186.99,5100.8,-39.438,0.15577
187.04,5098.8,-39.43,0.15672
187.09,5096.8,-39.422,0.15619
187.14,5094.8,-39.415,0.15784
187.19,5092.9,-39.407,0.15896
187.24,5090.9,-39.399,0.16031
187.29,5088.9,-39.391,0.16058
187.34,5087,-39.383,0.15951
187.39,5085,-39.375,0.15524
187.44,5083,-39.367,0.15752
187.49,5081.1,-39.359,0.15906
187.54,5079.1,-39.351,0.15521
187.59,5077.1,-39.344,0.15209
187.64,5075.2,-39.336,0.1475
187.69,5073.2,-39.329,0.1439
187.74,5071.2,-39.322,0.14036
187.79,5069.3,-39.315,0.13974
187.84,5067.3,-39.308,0.13487
187.89,5065.3,-39.301,0.13002
187.94,5063.4,-39.295,0.12549
187.99,5061.4,-39.289,0.12081
188.04,5059.4,-39.283,0.11549
188.09,5057.5,-39.277,0.10902
188.14,5055.5,-39.272,0.1046
188.19,5053.5,-39.267,0.098337
188.24,5051.6,-39.262,0.091355
188.29,5049.6,-39.257,0.087947
188.34,5047.6,-39.253,0.08098
188.39,5045.7,-39.249,0.072853
188.44,5043.7,-39.246,0.067904
188.49,5041.8,-39.243,0.059406
188.54,5039.8,-39.24,0.054255
188.59,5037.8,-39.237,0.049515
188.64,5035.9,-39.235,0.040579
188.69,5033.9,-39.233,0.033136
188.74,5032,-39.232,0.028443
188.79,5030,-39.23,0.023292
188.84,5028,-39.229,0.013577
188.89,5026.1,-39.229,0.0067393
188.94,5024.1,-39.229,0.0030186
188.99,5022.1,-39.229,-0.0021
189.04,5020.2,-39.229,-0.0079785
189.09,5018.2,-39.229,-0.012195
189.14,5016.3,-39.23,-0.016941
189.19,5014.3,-39.231,-0.020267
189.24,5012.3,-39.232,-0.02438
189.29,5010.4,-39.233,-0.026553
189.34,5008.4,-39.235,-0.026018
189.39,5006.5,-39.236,-0.029854
189.44,5004.5,-39.238,-0.034137
189.49,5002.5,-39.239,-0.034791
189.54,5000.6,-39.241,-0.034659
189.59,4998.6,-39.243,-0.034474
189.64,4996.6,-39.245,-0.032402
189.69,4994.7,-39.246,-0.030871
189.74,4992.7,-39.248,-0.027397
189.79,4990.8,-39.249,-0.024397
189.84,4988.8,-39.25,-0.017127
189.89,4986.8,-39.251,-0.013529
189.94,4984.9,-39.251,-0.0093271
189.99,4982.9,-39.252,-0.0030596
190.04,4980.9,-39.252,0.002315
190.09,4979,-39.251,0.010547
190.14,4977,-39.251,0.015624
190.19,4975.1,-39.25,0.021453
190.24,4973.1,-39.249,0.028206
190.29,4971.1,-39.247,0.03779
190.34,4969.2,-39.245,0.046235
190.39,4967.2,-39.242,0.053512
190.44,4965.2,-39.239,0.065182
190.49,4963.3,-39.236,0.075053
190.54,4961.3,-39.232,0.082305
190.59,4959.4,-39.227,0.092721
190.64,4957.4,-39.223,0.10204
190.69,4955.4,-39.217,0.11367
190.74,4953.5,-39.211,0.12229
190.79,4951.5,-39.205,0.12823
190.84,4949.6,-39.198,0.13396
190.89,4947.6,-39.192,0.13849
190.94,4945.6,-39.185,0.14515
190.99,4943.7,-39.177,0.14985
191.04,4941.7,-39.17,0.15536
191.09,4939.8,-39.162,0.16349
191.14,4937.8,-39.153,0.16738
191.19,4935.8,-39.145,0.17388
191.24,4933.9,-39.136,0.17624
191.29,4931.9,-39.127,0.1771
191.34,4930,-39.118,0.1791
191.39,4928,-39.109,0.17903
191.44,4926.1,-39.1,0.18177
191.49,4924.1,-39.091,0.18083
191.54,4922.2,-39.082,0.17843
191.59,4920.2,-39.073,0.17832
191.64,4918.2,-39.065,0.17352
191.69,4916.3,-39.056,0.17395
191.74,4914.3,-39.047,0.16991
191.79,4912.4,-39.039,0.1654
191.84,4910.4,-39.031,0.16099
191.89,4908.5,-39.023,0.15493
191.94,4906.5,-39.015,0.14422
191.99,4904.6,-39.008,0.13719
192.04,4902.6,-39.002,0.12998
192.09,4900.7,-38.995,0.12193
192.14,4898.7,-38.989,0.11356
192.19,4896.8,-38.984,0.10663
192.24,4894.8,-38.979,0.094971
192.29,4892.9,-38.974,0.090098
192.34,4890.9,-38.97,0.080714
192.39,4889,-38.966,0.068828
192.44,4887,-38.963,0.058809
192.49,4885.1,-38.96,0.048169
192.54,4883.1,-38.958,0.035231
192.59,4881.2,-38.957,0.023735
192.64,4879.2,-38.956,0.014489
192.69,4877.3,-38.955,0.0056666
192.74,4875.4,-38.955,-0.0035184
192.79,4873.4,-38.956,-0.012719
192.84,4871.5,-38.957,-0.021555
192.89,4869.5,-38.958,-0.03293
192.94,4867.6,-38.96,-0.041221
192.99,4865.6,-38.962,-0.049988
193.04,4863.7,-38.965,-0.059104
193.09,4861.7,-38.968,-0.06598
193.14,4859.8,-38.971,-0.074108
193.19,4857.8,-38.975,-0.078447
193.24,4855.9,-38.979,-0.085347
193.29,4853.9,-38.984,-0.090153
193.34,4852,-38.988,-0.093927
193.39,4850,-38.993,-0.097951
193.44,4848.1,-38.998,-0.098521
193.49,4846.1,-39.003,-0.10213
193.54,4844.2,-39.008,-0.10481
193.59,4842.2,-39.013,-0.10464
193.64,4840.3,-39.019,-0.10474
193.69,4838.3,-39.024,-0.10303
193.74,4836.4,-39.029,-0.10539
193.79,4834.4,-39.034,-0.10275
193.84,4832.5,-39.039,-0.098498
193.89,4830.5,-39.044,-0.094705
193.94,4828.6,-39.049,-0.089541
193.99,4826.6,-39.053,-0.086469
194.04,4824.7,-39.057,-0.081372
194.09,4822.7,-39.061,-0.074892
194.14,4820.8,-39.065,-0.069534
194.19,4818.8,-39.068,-0.060263
194.24,4816.8,-39.071,-0.048993
194.29,4814.9,-39.073,-0.042383
194.34,4812.9,-39.075,-0.032188
194.39,4811,-39.076,-0.023595
194.44,4809,-39.077,-0.014325
194.49,4807.1,-39.078,-0.0029776
194.54,4805.1,-39.078,0.0073234
194.59,4803.2,-39.077,0.018144
194.64,4801.2,-39.076,0.033646
194.69,4799.3,-39.074,0.043908
194.74,4797.3,-39.071,0.058229
194.79,4795.4,-39.068,0.070149
194.84,4793.4,-39.064,0.08204
194.89,4791.4,-39.06,0.095317
194.94,4789.5,-39.055,0.10469
194.99,4787.5,-39.049,0.11693
195.04,4785.6,-39.043,0.12836
195.09,4783.6,-39.036,0.1415
195.14,4781.7,-39.029,0.15313
195.19,4779.7,-39.021,0.16422
195.24,4777.8,-39.013,0.17581
195.29,4775.8,-39.004,0.18421
195.34,4773.9,-38.994,0.19581
195.39,4771.9,-38.984,0.20523
195.44,4770,-38.974,0.21209
195.49,4768,-38.963,0.21669
195.54,4766.1,-38.952,0.22081
195.59,4764.1,-38.941,0.22825
195.64,4762.2,-38.929,0.23471
195.69,4760.2,-38.917,0.23602
195.74,4758.3,-38.906,0.23763
195.79,4756.4,-38.894,0.23825
195.84,4754.4,-38.882,0.23555
195.89,4752.5,-38.87,0.23537
195.94,4750.5,-38.858,0.23527
195.99,4748.6,-38.847,0.23137
196.04,4746.6,-38.835,0.22889
196.09,4744.7,-38.824,0.2238
196.14,4742.8,-38.813,0.21784
196.19,4740.8,-38.802,0.21223
196.24,4738.9,-38.792,0.20397
196.29,4736.9,-38.781,0.20126
196.34,4735,-38.772,0.19346
196.39,4733.1,-38.762,0.18156
196.44,4731.1,-38.753,0.1694
196.49,4729.2,-38.745,0.15948
196.54,4727.2,-38.737,0.1493
196.59,4725.3,-38.73,0.13284
196.64,4723.4,-38.724,0.11968
196.69,4721.4,-38.718,0.11254
196.74,4719.5,-38.713,0.10089
196.79,4717.6,-38.708,0.086924
196.84,4715.6,-38.704,0.07136
196.89,4713.7,-38.701,0.060474
196.94,4711.8,-38.698,0.04814
196.99,4709.8,-38.696,0.035595
197.04,4707.9,-38.695,0.023655
197.09,4706,-38.694,0.010917
197.14,4704,-38.694,7.0112e-4
197.19,4702.1,-38.694,-0.013276
197.24,4700.2,-38.695,-0.02594
197.29,4698.2,-38.696,-0.036761
197.34,4696.3,-38.698,-0.045591
197.39,4694.4,-38.701,-0.055661
197.44,4692.4,-38.704,-0.065791
197.49,4690.5,-38.708,-0.073897
197.54,4688.5,-38.711,-0.078393
197.59,4686.6,-38.715,-0.085925
197.64,4684.7,-38.72,-0.093573
197.69,4682.7,-38.725,-0.10021
197.74,4680.8,-38.73,-0.10631
197.79,4678.9,-38.735,-0.10967
197.84,4676.9,-38.741,-0.11406
197.89,4675,-38.747,-0.11846
197.94,4673.1,-38.753,-0.11832
197.99,4671.1,-38.759,-0.11888
198.04,4669.2,-38.765,-0.1208
198.09,4667.2,-38.771,-0.11809
198.14,4665.3,-38.777,-0.11734
198.19,4663.4,-38.782,-0.11566
198.24,4661.4,-38.788,-0.11247
198.29,4659.5,-38.794,-0.10537
198.34,4657.5,-38.799,-0.10199
198.39,4655.6,-38.804,-0.098938
198.44,4653.7,-38.809,-0.09293
198.49,4651.7,-38.813,-0.088471
198.54,4649.8,-38.817,-0.081945
198.59,4647.8,-38.821,-0.073047
198.64,4645.9,-38.825,-0.063896
198.69,4644,-38.828,-0.055903
198.74,4642,-38.83,-0.05012
198.79,4640.1,-38.833,-0.042578
198.84,4638.1,-38.834,-0.032359
198.89,4636.2,-38.836,-0.022497
198.94,4634.2,-38.837,-0.011431
198.99,4632.3,-38.837,-0.0028958
199.04,4630.4,-38.837,0.0073967
199.09,4628.4,-38.836,0.019882
199.14,4626.5,-38.835,0.02999
199.19,4624.5,-38.833,0.041628
199.24,4622.6,-38.831,0.052017
199.29,4620.7,-38.828,0.064186
199.34,4618.7,-38.824,0.076745
199.39,4616.8,-38.82,0.088533
199.44,4614.8,-38.816,0.099652
199.49,4612.9,-38.81,0.11048
199.54,4611,-38.805,0.12176
199.59,4609,-38.798,0.12932
199.64,4607.1,-38.792,0.14064
199.69,4605.1,-38.784,0.15366
199.74,4603.2,-38.776,0.16439
199.79,4601.3,-38.768,0.17548
199.84,4599.3,-38.759,0.18424
199.89,4597.4,-38.749,0.19525
199.94,4595.4,-38.739,0.20682
199.99,4593.5,-38.729,0.21653
200.04,4591.6,-38.718,0.22535
200.09,4589.6,-38.706,0.23238
200.14,4587.7,-38.694,0.23769
200.19,4585.8,-38.682,0.24552
200.24,4583.8,-38.67,0.2546
200.29,4581.9,-38.657,0.25862
200.34,4580,-38.644,0.26293
200.39,4578,-38.631,0.27045
200.44,4576.1,-38.617,0.2761
200.49,4574.2,-38.603,0.28256
200.54,4572.2,-38.589,0.28628
200.59,4570.3,-38.574,0.28678
200.64,4568.4,-38.56,0.28745
200.69,4566.5,-38.546,0.288
200.74,4564.5,-38.531,0.28983
200.79,4562.6,-38.517,0.2865
200.84,4560.7,-38.502,0.28605
200.89,4558.8,-38.488,0.28404
200.94,4556.8,-38.474,0.28541
200.99,4554.9,-38.46,0.2831
201.04,4553,-38.446,0.2818
201.09,4551.1,-38.432,0.27777
201.14,4549.1,-38.418,0.2728
201.19,4547.2,-38.404,0.26481
201.24,4545.3,-38.391,0.25838
201.29,4543.4,-38.378,0.25615
201.34,4541.5,-38.366,0.2515
201.39,4539.5,-38.353,0.2451
201.44,4537.6,-38.341,0.23976
201.49,4535.7,-38.329,0.23314
201.54,4533.8,-38.318,0.22414
201.59,4531.9,-38.307,0.21101
201.64,4530,-38.297,0.20249
201.69,4528,-38.287,0.19289
201.74,4526.1,-38.277,0.18479
201.79,4524.2,-38.268,0.17378
201.84,4522.3,-38.26,0.16472
201.89,4520.4,-38.252,0.15179
201.94,4518.5,-38.245,0.14408
201.99,4516.6,-38.238,0.13499
202.04,4514.7,-38.231,0.12538
202.09,4512.7,-38.225,0.11569
202.14,4510.8,-38.22,0.10407
202.19,4508.9,-38.215,0.091708
202.24,4507,-38.21,0.083517
202.29,4505.1,-38.206,0.073345
202.34,4503.2,-38.203,0.05952
202.39,4501.3,-38.2,0.048828
202.44,4499.4,-38.198,0.043003
202.49,4497.5,-38.196,0.035048
202.54,4495.6,-38.195,0.024067
202.59,4493.6,-38.194,0.013436
202.64,4491.7,-38.193,0.0036098
202.69,4489.8,-38.193,-0.0077279
202.74,4487.9,-38.194,-0.015779
202.79,4486,-38.195,-0.02326
202.84,4484.1,-38.196,-0.028129
202.89,4482.2,-38.198,-0.032739
202.94,4480.3,-38.2,-0.036495
