mach,alpha_deg,protuberance,cd_power_off,CD_Power_On,CA_Power_Off,CA_Power_On,CN_Total,CP_Total
2.74,14.0,1.0,1.545,1.478,0.601,0.532,3.975,75.37
2.74,15.0,0.0,1.469,1.402,0.335,0.266,4.425,75.061
2.74,15.0,1.0,1.731,1.664,0.607,0.537,4.425,75.061
2.75,0.0,0.0,0.312,0.247,0.312,0.247,0.0,86.294
2.75,0.0,1.0,0.565,0.5,0.565,0.5,0.0,86.294
2.75,1.0,0.0,0.314,0.25,0.312,0.247,0.131,84.907
2.75,1.0,1.0,0.567,0.503,0.565,0.501,0.131,84.907
2.75,2.0,0.0,0.322,0.257,0.312,0.248,0.28,83.708
2.75,2.0,1.0,0.575,0.511,0.566,0.501,0.28,83.708
2.75,3.0,0.0,0.335,0.27,0.313,0.248,0.429,83.376
2.75,3.0,1.0,0.588,0.524,0.566,0.502,0.429,83.376
2.75,4.0,0.0,0.352,0.287,0.313,0.249,0.563,83.643
2.75,4.0,1.0,0.606,0.541,0.568,0.503,0.563,83.643
2.75,5.0,0.0,0.371,0.307,0.314,0.249,0.668,84.516
2.75,5.0,1.0,0.625,0.561,0.569,0.504,0.668,84.516
2.75,6.0,0.0,0.397,0.332,0.315,0.25,0.798,84.597
2.75,6.0,1.0,0.651,0.587,0.571,0.506,0.798,84.597
2.75,7.0,0.0,0.429,0.364,0.316,0.251,0.945,84.345
2.75,7.0,1.0,0.684,0.619,0.573,0.508,0.945,84.345
2.75,8.0,0.0,0.467,0.402,0.318,0.252,1.096,84.101
2.75,8.0,1.0,0.723,0.658,0.576,0.51,1.096,84.101
2.75,9.0,0.0,0.544,0.479,0.32,0.254,1.462,81.442
2.75,9.0,1.0,0.801,0.735,0.579,0.513,1.462,81.442
2.75,10.0,0.0,0.678,0.612,0.321,0.255,2.078,78.318
2.75,10.0,1.0,0.935,0.869,0.582,0.516,2.078,78.318
2.75,11.0,0.0,0.822,0.756,0.324,0.257,2.644,76.807
2.75,11.0,1.0,1.08,1.014,0.586,0.519,2.644,76.807
2.75,12.0,0.0,0.96,0.894,0.326,0.258,3.086,76.175
2.75,12.0,1.0,1.219,1.153,0.59,0.523,3.086,76.175
2.75,13.0,0.0,1.117,1.051,0.328,0.261,3.543,75.665
2.75,13.0,1.0,1.377,1.311,0.595,0.527,3.543,75.665
2.75,14.0,0.0,1.282,1.216,0.331,0.263,3.972,75.329
2.75,14.0,1.0,1.543,1.477,0.6,0.532,3.972,75.329
2.75,15.0,0.0,1.467,1.401,0.334,0.265,4.422,75.021
2.75,15.0,1.0,1.729,1.663,0.605,0.536,4.422,75.021
2.76,0.0,0.0,0.311,0.247,0.311,0.247,0.0,86.218
2.76,0.0,1.0,0.564,0.5,0.564,0.5,0.0,86.218
2.76,1.0,0.0,0.313,0.249,0.311,0.247,0.131,84.834
2.76,1.0,1.0,0.566,0.502,0.564,0.5,0.131,84.834
2.76,2.0,0.0,0.321,0.257,0.311,0.247,0.28,83.638
2.76,2.0,1.0,0.574,0.51,0.565,0.5,0.28,83.638
2.76,3.0,0.0,0.334,0.269,0.312,0.247,0.428,83.316
2.76,3.0,1.0,0.587,0.523,0.565,0.501,0.428,83.316
2.76,4.0,0.0,0.351,0.286,0.312,0.248,0.562,83.589
2.76,4.0,1.0,0.604,0.54,0.567,0.502,0.562,83.589
2.76,5.0,0.0,0.37,0.306,0.313,0.248,0.666,84.472
2.76,5.0,1.0,0.624,0.56,0.568,0.504,0.666,84.472
2.76,6.0,0.0,0.396,0.331,0.314,0.249,0.797,84.525
2.76,6.0,1.0,0.65,0.586,0.57,0.505,0.797,84.525
2.76,7.0,0.0,0.428,0.363,0.315,0.25,0.944,84.274
2.76,7.0,1.0,0.683,0.619,0.572,0.507,0.944,84.274
2.76,8.0,0.0,0.466,0.401,0.317,0.251,1.094,84.031
2.76,8.0,1.0,0.722,0.657,0.575,0.51,1.094,84.031
2.76,9.0,0.0,0.545,0.48,0.318,0.253,1.471,81.273
2.76,9.0,1.0,0.801,0.736,0.578,0.512,1.471,81.273
2.76,10.0,0.0,0.679,0.614,0.32,0.254,2.091,78.185
2.76,10.0,1.0,0.936,0.871,0.581,0.515,2.091,78.185
2.76,11.0,0.0,0.821,0.756,0.322,0.256,2.644,76.752
2.76,11.0,1.0,1.079,1.014,0.585,0.519,2.644,76.752
2.76,12.0,0.0,0.959,0.894,0.325,0.258,3.087,76.121
2.76,12.0,1.0,1.218,1.153,0.589,0.522,3.087,76.121
2.76,13.0,0.0,1.115,1.049,0.327,0.26,3.54,75.623
2.76,13.0,1.0,1.375,1.309,0.594,0.526,3.54,75.623
2.76,14.0,0.0,1.28,1.214,0.33,0.262,3.969,75.289
2.76,14.0,1.0,1.541,1.475,0.599,0.531,3.969,75.289
2.76,15.0,0.0,1.465,1.399,0.333,0.264,4.419,74.982
2.76,15.0,1.0,1.727,1.661,0.604,0.536,4.419,74.982
2.77,0.0,0.0,0.31,0.246,0.31,0.246,0.0,86.142
2.77,0.0,1.0,0.563,0.499,0.563,0.499,0.0,86.142
2.77,1.0,0.0,0.312,0.248,0.31,0.246,0.13,84.761
2.77,1.0,1.0,0.565,0.501,0.563,0.499,0.13,84.761
2.77,2.0,0.0,0.32,0.256,0.31,0.246,0.28,83.569
2.77,2.0,1.0,0.573,0.509,0.563,0.5,0.28,83.569
2.77,3.0,0.0,0.332,0.269,0.31,0.247,0.427,83.256
2.77,3.0,1.0,0.586,0.522,0.564,0.5,0.427,83.256
2.77,4.0,0.0,0.349,0.286,0.311,0.247,0.56,83.536
2.77,4.0,1.0,0.603,0.539,0.566,0.501,0.56,83.536
2.77,5.0,0.0,0.369,0.305,0.312,0.248,0.664,84.429
2.77,5.0,1.0,0.623,0.559,0.567,0.503,0.664,84.429
2.77,6.0,0.0,0.394,0.33,0.313,0.249,0.796,84.452
2.77,6.0,1.0,0.649,0.585,0.569,0.505,0.796,84.452
2.77,7.0,0.0,0.427,0.363,0.314,0.25,0.942,84.202
2.77,7.0,1.0,0.682,0.618,0.571,0.507,0.942,84.202
2.77,8.0,0.0,0.465,0.4,0.316,0.251,1.092,83.96
2.77,8.0,1.0,0.72,0.656,0.574,0.509,1.092,83.96
2.77,9.0,0.0,0.545,0.48,0.317,0.252,1.48,81.105
2.77,9.0,1.0,0.801,0.737,0.577,0.512,1.48,81.105
2.77,10.0,0.0,0.68,0.615,0.319,0.253,2.104,78.054
2.77,10.0,1.0,0.937,0.872,0.58,0.515,2.104,78.054
2.77,11.0,0.0,0.82,0.755,0.321,0.255,2.644,76.696
2.77,11.0,1.0,1.078,1.013,0.584,0.518,2.644,76.696
2.77,12.0,0.0,0.959,0.893,0.324,0.257,3.088,76.066
2.77,12.0,1.0,1.217,1.152,0.588,0.522,3.088,76.066
2.77,13.0,0.0,1.113,1.048,0.326,0.259,3.537,75.581
2.77,13.0,1.0,1.373,1.308,0.593,0.526,3.537,75.581
2.77,14.0,0.0,1.279,1.213,0.329,0.261,3.966,75.248
2.77,14.0,1.0,1.54,1.474,0.598,0.53,3.966,75.248
2.77,15.0,0.0,1.463,1.397,0.332,0.263,4.416,74.943
2.77,15.0,1.0,1.726,1.66,0.603,0.535,4.416,74.943
2.78,0.0,0.0,0.309,0.245,0.309,0.245,0.0,86.065
2.78,0.0,1.0,0.562,0.498,0.562,0.498,0.0,86.065
2.78,1.0,0.0,0.311,0.247,0.309,0.245,0.13,84.688
2.78,1.0,1.0,0.564,0.501,0.562,0.499,0.13,84.688
2.78,2.0,0.0,0.318,0.255,0.309,0.245,0.279,83.499
2.78,2.0,1.0,0.572,0.508,0.562,0.499,0.279,83.499
2.78,3.0,0.0,0.331,0.268,0.309,0.246,0.427,83.196
2.78,3.0,1.0,0.585,0.521,0.563,0.5,0.427,83.196
2.78,4.0,0.0,0.348,0.285,0.31,0.246,0.559,83.483
2.78,4.0,1.0,0.602,0.539,0.565,0.501,0.559,83.483
2.78,5.0,0.0,0.367,0.304,0.311,0.247,0.662,84.385
2.78,5.0,1.0,0.622,0.558,0.566,0.502,0.662,84.385
2.78,6.0,0.0,0.393,0.33,0.312,0.248,0.795,84.38
2.78,6.0,1.0,0.648,0.584,0.568,0.504,0.795,84.38
2.78,7.0,0.0,0.425,0.362,0.313,0.249,0.941,84.13
2.78,7.0,1.0,0.681,0.617,0.57,0.506,0.941,84.13
2.78,8.0,0.0,0.463,0.399,0.315,0.25,1.091,83.889
2.78,8.0,1.0,0.719,0.655,0.573,0.508,1.091,83.889
2.78,9.0,0.0,0.545,0.481,0.316,0.251,1.489,80.94
2.78,9.0,1.0,0.802,0.738,0.576,0.511,1.489,80.94
2.78,10.0,0.0,0.681,0.617,0.318,0.253,2.117,77.926
2.78,10.0,1.0,0.938,0.874,0.579,0.514,2.117,77.926
2.78,11.0,0.0,0.819,0.754,0.32,0.254,2.644,76.641
2.78,11.0,1.0,1.077,1.012,0.583,0.517,2.644,76.641
2.78,12.0,0.0,0.958,0.893,0.322,0.256,3.089,76.012
2.78,12.0,1.0,1.217,1.152,0.587,0.521,3.089,76.012
2.78,13.0,0.0,1.112,1.047,0.325,0.258,3.535,75.539
2.78,13.0,1.0,1.372,1.307,0.592,0.525,3.535,75.539
2.78,14.0,0.0,1.277,1.211,0.328,0.26,3.963,75.207
2.78,14.0,1.0,1.538,1.472,0.597,0.529,3.963,75.207
2.78,15.0,0.0,1.461,1.396,0.331,0.263,4.413,74.903
2.78,15.0,1.0,1.724,1.658,0.602,0.534,4.413,74.903
2.79,0.0,0.0,0.307,0.244,0.307,0.244,0.0,85.989
2.79,0.0,1.0,0.561,0.498,0.561,0.498,0.0,85.989
2.79,1.0,0.0,0.31,0.247,0.308,0.244,0.13,84.615
2.79,1.0,1.0,0.563,0.5,0.561,0.498,0.13,84.615
2.79,2.0,0.0,0.317,0.254,0.308,0.245,0.279,83.429
2.79,2.0,1.0,0.571,0.508,0.561,0.498,0.279,83.429
2.79,3.0,0.0,0.33,0.267,0.308,0.245,0.426,83.135
2.79,3.0,1.0,0.584,0.521,0.562,0.499,0.426,83.135
2.79,4.0,0.0,0.347,0.284,0.309,0.246,0.557,83.429
2.79,4.0,1.0,0.601,0.538,0.563,0.5,0.557,83.429
2.79,5.0,0.0,0.366,0.303,0.31,0.246,0.66,84.341
2.79,5.0,1.0,0.62,0.557,0.565,0.501,0.66,84.341
2.79,6.0,0.0,0.392,0.329,0.311,0.247,0.793,84.308
2.79,6.0,1.0,0.647,0.583,0.567,0.503,0.793,84.308
2.79,7.0,0.0,0.424,0.361,0.312,0.248,0.939,84.059
2.79,7.0,1.0,0.679,0.616,0.569,0.505,0.939,84.059
2.79,8.0,0.0,0.462,0.398,0.314,0.249,1.089,83.818
2.79,8.0,1.0,0.718,0.654,0.572,0.507,1.089,83.818
2.79,9.0,0.0,0.546,0.482,0.315,0.251,1.498,80.778
2.79,9.0,1.0,0.802,0.738,0.575,0.51,1.498,80.778
2.79,10.0,0.0,0.682,0.618,0.317,0.252,2.13,77.798
2.79,10.0,1.0,0.939,0.875,0.578,0.513,2.13,77.798
2.79,11.0,0.0,0.818,0.753,0.319,0.254,2.644,76.586
2.79,11.0,1.0,1.076,1.011,0.582,0.516,2.644,76.586
2.79,12.0,0.0,0.957,0.892,0.321,0.255,3.09,75.957
2.79,12.0,1.0,1.216,1.151,0.586,0.52,3.09,75.957
2.79,13.0,0.0,1.11,1.045,0.324,0.257,3.532,75.497
2.79,13.0,1.0,1.37,1.305,0.591,0.524,3.532,75.497
2.79,14.0,0.0,1.275,1.21,0.327,0.26,3.96,75.167
2.79,14.0,1.0,1.536,1.471,0.596,0.529,3.96,75.167
2.79,15.0,0.0,1.46,1.394,0.33,0.262,4.409,74.864
2.79,15.0,1.0,1.722,1.656,0.601,0.533,4.409,74.864
2.8,0.0,0.0,0.306,0.244,0.306,0.244,0.0,85.913
2.8,0.0,1.0,0.56,0.497,0.56,0.497,0.0,85.913
2.8,1.0,0.0,0.309,0.246,0.306,0.244,0.13,84.542
2.8,1.0,1.0,0.562,0.499,0.56,0.497,0.13,84.542
2.8,2.0,0.0,0.316,0.254,0.307,0.244,0.278,83.359
2.8,2.0,1.0,0.57,0.507,0.56,0.498,0.278,83.359
2.8,3.0,0.0,0.329,0.266,0.307,0.244,0.425,83.075
2.8,3.0,1.0,0.583,0.52,0.561,0.498,0.425,83.075
2.8,4.0,0.0,0.346,0.283,0.308,0.245,0.556,83.375
2.8,4.0,1.0,0.6,0.537,0.562,0.499,0.556,83.375
2.8,5.0,0.0,0.365,0.302,0.309,0.246,0.658,84.297
2.8,5.0,1.0,0.619,0.556,0.564,0.501,0.658,84.297
2.8,6.0,0.0,0.391,0.328,0.31,0.246,0.792,84.236
2.8,6.0,1.0,0.646,0.583,0.566,0.502,0.792,84.236
2.8,7.0,0.0,0.423,0.36,0.311,0.247,0.938,83.987
2.8,7.0,1.0,0.678,0.615,0.568,0.504,0.938,83.987
2.8,8.0,0.0,0.461,0.397,0.312,0.248,1.087,83.747
2.8,8.0,1.0,0.717,0.653,0.571,0.507,1.087,83.747
2.8,9.0,0.0,0.546,0.482,0.314,0.25,1.507,80.617
2.8,9.0,1.0,0.802,0.739,0.574,0.509,1.507,80.617
2.8,10.0,0.0,0.683,0.62,0.316,0.251,2.143,77.673
2.8,10.0,1.0,0.94,0.877,0.577,0.512,2.143,77.673
2.8,11.0,0.0,0.817,0.753,0.318,0.253,2.644,76.53
2.8,11.0,1.0,1.075,1.011,0.581,0.516,2.644,76.53
2.8,12.0,0.0,0.956,0.892,0.32,0.255,3.091,75.903
2.8,12.0,1.0,1.215,1.151,0.585,0.519,3.091,75.903
2.8,13.0,0.0,1.108,1.044,0.323,0.257,3.529,75.455
2.8,13.0,1.0,1.368,1.304,0.59,0.523,3.529,75.455
2.8,14.0,0.0,1.273,1.208,0.325,0.259,3.957,75.126
2.8,14.0,1.0,1.534,1.47,0.594,0.528,3.957,75.126
2.8,15.0,0.0,1.458,1.393,0.328,0.261,4.406,74.825
2.8,15.0,1.0,1.72,1.655,0.6,0.533,4.406,74.825
2.81,0.0,0.0,0.305,0.243,0.305,0.243,0.0,85.836
2.81,0.0,1.0,0.559,0.496,0.559,0.496,0.0,85.836
2.81,1.0,0.0,0.308,0.245,0.305,0.243,0.129,84.469
2.81,1.0,1.0,0.561,0.499,0.559,0.496,0.129,84.469
2.81,2.0,0.0,0.315,0.253,0.306,0.243,0.278,83.289
2.81,2.0,1.0,0.569,0.506,0.559,0.497,0.278,83.289
2.81,3.0,0.0,0.328,0.265,0.306,0.244,0.424,83.015
2.81,3.0,1.0,0.582,0.519,0.56,0.498,0.424,83.015
2.81,4.0,0.0,0.345,0.282,0.307,0.244,0.555,83.322
2.81,4.0,1.0,0.599,0.536,0.561,0.499,0.555,83.322
2.81,5.0,0.0,0.364,0.301,0.308,0.245,0.656,84.253
2.81,5.0,1.0,0.618,0.555,0.563,0.5,0.656,84.253
2.81,6.0,0.0,0.39,0.327,0.309,0.246,0.791,84.164
2.81,6.0,1.0,0.644,0.582,0.565,0.502,0.791,84.164
2.81,7.0,0.0,0.422,0.359,0.31,0.247,0.936,83.916
2.81,7.0,1.0,0.677,0.614,0.567,0.504,0.936,83.916
2.81,8.0,0.0,0.459,0.396,0.311,0.248,1.086,83.676
2.81,8.0,1.0,0.715,0.652,0.57,0.506,1.086,83.676
2.81,9.0,0.0,0.546,0.483,0.313,0.249,1.516,80.458
2.81,9.0,1.0,0.803,0.74,0.573,0.509,1.516,80.458
2.81,10.0,0.0,0.684,0.621,0.315,0.251,2.156,77.549
2.81,10.0,1.0,0.942,0.878,0.576,0.512,2.156,77.549
2.81,11.0,0.0,0.816,0.752,0.317,0.252,2.644,76.475
2.81,11.0,1.0,1.074,1.01,0.58,0.515,2.644,76.475
2.81,12.0,0.0,0.955,0.891,0.319,0.254,3.092,75.849
2.81,12.0,1.0,1.214,1.15,0.584,0.519,3.092,75.849
2.81,13.0,0.0,1.107,1.043,0.322,0.256,3.526,75.413
2.81,13.0,1.0,1.367,1.303,0.588,0.523,3.526,75.413
2.81,14.0,0.0,1.271,1.207,0.324,0.258,3.954,75.086
2.81,14.0,1.0,1.532,1.468,0.593,0.527,3.954,75.086
2.81,15.0,0.0,1.456,1.391,0.327,0.26,4.403,74.786
2.81,15.0,1.0,1.718,1.653,0.599,0.532,4.403,74.786
2.82,0.0,0.0,0.304,0.242,0.304,0.242,0.0,85.76
2.82,0.0,1.0,0.558,0.496,0.558,0.496,0.0,85.76
2.82,1.0,0.0,0.307,0.245,0.304,0.242,0.129,84.396
2.82,1.0,1.0,0.56,0.498,0.558,0.496,0.129,84.396
2.82,2.0,0.0,0.314,0.252,0.305,0.243,0.277,83.22
2.82,2.0,1.0,0.568,0.506,0.558,0.496,0.277,83.22
2.82,3.0,0.0,0.327,0.265,0.305,0.243,0.423,82.955
2.82,3.0,1.0,0.581,0.518,0.559,0.497,0.423,82.955
2.82,4.0,0.0,0.344,0.281,0.306,0.243,0.553,83.268
2.82,4.0,1.0,0.598,0.535,0.56,0.498,0.553,83.268
2.82,5.0,0.0,0.362,0.3,0.307,0.244,0.653,84.208
2.82,5.0,1.0,0.617,0.554,0.562,0.499,0.653,84.208
2.82,6.0,0.0,0.388,0.326,0.308,0.245,0.79,84.091
2.82,6.0,1.0,0.643,0.581,0.564,0.501,0.79,84.091
2.82,7.0,0.0,0.42,0.358,0.309,0.246,0.935,83.844
2.82,7.0,1.0,0.676,0.613,0.566,0.503,0.935,83.844
2.82,8.0,0.0,0.458,0.395,0.31,0.247,1.084,83.605
2.82,8.0,1.0,0.714,0.651,0.569,0.505,1.084,83.605
2.82,9.0,0.0,0.547,0.484,0.312,0.248,1.525,80.302
2.82,9.0,1.0,0.803,0.74,0.572,0.508,1.525,80.302
2.82,10.0,0.0,0.686,0.623,0.314,0.25,2.169,77.427
2.82,10.0,1.0,0.943,0.88,0.575,0.511,2.169,77.427
2.82,11.0,0.0,0.815,0.751,0.316,0.251,2.645,76.42
2.82,11.0,1.0,1.073,1.01,0.579,0.514,2.645,76.42
2.82,12.0,0.0,0.954,0.891,0.318,0.253,3.094,75.795
2.82,12.0,1.0,1.213,1.15,0.583,0.518,3.094,75.795
2.82,13.0,0.0,1.105,1.041,0.32,0.255,3.524,75.372
2.82,13.0,1.0,1.365,1.301,0.587,0.522,3.524,75.372
2.82,14.0,0.0,1.27,1.206,0.323,0.257,3.951,75.045
2.82,14.0,1.0,1.531,1.467,0.592,0.526,3.951,75.045
2.82,15.0,0.0,1.454,1.39,0.326,0.26,4.4,74.747
2.82,15.0,1.0,1.716,1.652,0.598,0.531,4.4,74.747
2.83,0.0,0.0,0.303,0.242,0.303,0.242,0.0,85.683
2.83,0.0,1.0,0.557,0.495,0.557,0.495,0.0,85.683
2.83,1.0,0.0,0.306,0.244,0.303,0.242,0.129,84.323
2.83,1.0,1.0,0.559,0.497,0.557,0.495,0.129,84.323
2.83,2.0,0.0,0.313,0.251,0.304,0.242,0.277,83.15
2.83,2.0,1.0,0.567,0.505,0.557,0.496,0.277,83.15
2.83,3.0,0.0,0.326,0.264,0.304,0.242,0.422,82.895
2.83,3.0,1.0,0.579,0.518,0.558,0.496,0.422,82.895
2.83,4.0,0.0,0.342,0.281,0.305,0.243,0.552,83.214
2.83,4.0,1.0,0.596,0.535,0.559,0.497,0.552,83.214
2.83,5.0,0.0,0.361,0.299,0.306,0.243,0.651,84.164
2.83,5.0,1.0,0.616,0.554,0.561,0.499,0.651,84.164
2.83,6.0,0.0,0.387,0.325,0.307,0.244,0.788,84.019
2.83,6.0,1.0,0.642,0.58,0.563,0.5,0.788,84.019
2.83,7.0,0.0,0.419,0.357,0.308,0.245,0.933,83.773
2.83,7.0,1.0,0.675,0.612,0.565,0.502,0.933,83.773
2.83,8.0,0.0,0.457,0.395,0.309,0.246,1.082,83.534
2.83,8.0,1.0,0.713,0.65,0.568,0.505,1.082,83.534
2.83,9.0,0.0,0.547,0.485,0.311,0.248,1.535,80.148
2.83,9.0,1.0,0.804,0.741,0.571,0.507,1.535,80.148
2.83,10.0,0.0,0.687,0.624,0.313,0.249,2.182,77.306
2.83,10.0,1.0,0.944,0.881,0.574,0.51,2.182,77.306
2.83,11.0,0.0,0.814,0.751,0.315,0.251,2.645,76.366
2.83,11.0,1.0,1.072,1.009,0.578,0.514,2.645,76.366
2.83,12.0,0.0,0.953,0.89,0.317,0.252,3.095,75.741
2.83,12.0,1.0,1.213,1.149,0.582,0.517,3.095,75.741
2.83,13.0,0.0,1.103,1.04,0.319,0.254,3.521,75.33
2.83,13.0,1.0,1.363,1.3,0.586,0.521,3.521,75.33
2.83,14.0,0.0,1.268,1.204,0.322,0.257,3.949,75.005
2.83,14.0,1.0,1.529,1.465,0.591,0.526,3.949,75.005
2.83,15.0,0.0,1.452,1.388,0.325,0.259,4.397,74.708
2.83,15.0,1.0,1.714,1.65,0.597,0.53,4.397,74.708
2.84,0.0,0.0,0.302,0.241,0.302,0.241,0.0,85.607
2.84,0.0,1.0,0.556,0.494,0.556,0.494,0.0,85.607
2.84,1.0,0.0,0.304,0.243,0.302,0.241,0.129,84.25
2.84,1.0,1.0,0.558,0.497,0.556,0.494,0.129,84.25
2.84,2.0,0.0,0.312,0.251,0.303,0.241,0.277,83.08
2.84,2.0,1.0,0.566,0.504,0.556,0.495,0.277,83.08
2.84,3.0,0.0,0.325,0.263,0.303,0.241,0.421,82.834
2.84,3.0,1.0,0.578,0.517,0.557,0.496,0.421,82.834
2.84,4.0,0.0,0.341,0.28,0.304,0.242,0.551,83.16
2.84,4.0,1.0,0.595,0.534,0.558,0.497,0.551,83.16
2.84,5.0,0.0,0.36,0.298,0.304,0.243,0.649,84.12
2.84,5.0,1.0,0.614,0.553,0.56,0.498,0.649,84.12
2.84,6.0,0.0,0.386,0.324,0.305,0.243,0.787,83.947
2.84,6.0,1.0,0.641,0.579,0.562,0.5,0.787,83.947
2.84,7.0,0.0,0.418,0.356,0.307,0.244,0.932,83.701
2.84,7.0,1.0,0.673,0.612,0.564,0.502,0.932,83.701
2.84,8.0,0.0,0.456,0.394,0.308,0.246,1.081,83.463
2.84,8.0,1.0,0.711,0.65,0.567,0.504,1.081,83.463
2.84,9.0,0.0,0.547,0.485,0.31,0.247,1.544,79.995
2.84,9.0,1.0,0.804,0.742,0.57,0.507,1.544,79.995
2.84,10.0,0.0,0.688,0.626,0.312,0.248,2.195,77.187
2.84,10.0,1.0,0.945,0.883,0.573,0.51,2.195,77.187
2.84,11.0,0.0,0.813,0.75,0.314,0.25,2.645,76.311
2.84,11.0,1.0,1.071,1.008,0.577,0.513,2.645,76.311
2.84,12.0,0.0,0.953,0.89,0.316,0.252,3.096,75.687
2.84,12.0,1.0,1.212,1.149,0.581,0.517,3.096,75.687
2.84,13.0,0.0,1.102,1.039,0.318,0.254,3.518,75.288
2.84,13.0,1.0,1.362,1.299,0.585,0.521,3.518,75.288
2.84,14.0,0.0,1.266,1.203,0.321,0.256,3.946,74.965
2.84,14.0,1.0,1.527,1.464,0.59,0.525,3.946,74.965
2.84,15.0,0.0,1.45,1.387,0.324,0.258,4.394,74.669
2.84,15.0,1.0,1.712,1.649,0.596,0.53,4.394,74.669
2.85,0.0,0.0,0.301,0.24,0.301,0.24,0.0,85.53
2.85,0.0,1.0,0.555,0.494,0.555,0.494,0.0,85.53
2.85,1.0,0.0,0.303,0.242,0.301,0.24,0.129,84.177
2.85,1.0,1.0,0.557,0.496,0.555,0.494,0.129,84.177
2.85,2.0,0.0,0.311,0.25,0.301,0.24,0.276,83.01
2.85,2.0,1.0,0.565,0.504,0.555,0.494,0.276,83.01
2.85,3.0,0.0,0.324,0.262,0.302,0.241,0.421,82.774
2.85,3.0,1.0,0.577,0.516,0.556,0.495,0.421,82.774
2.85,4.0,0.0,0.34,0.279,0.303,0.241,0.549,83.107
2.85,4.0,1.0,0.594,0.533,0.557,0.496,0.549,83.107
2.85,5.0,0.0,0.359,0.297,0.303,0.242,0.647,84.076
2.85,5.0,1.0,0.613,0.552,0.559,0.497,0.647,84.076
2.85,6.0,0.0,0.385,0.324,0.304,0.243,0.786,83.875
2.85,6.0,1.0,0.64,0.578,0.561,0.499,0.786,83.875
2.85,7.0,0.0,0.417,0.355,0.306,0.244,0.931,83.63
2.85,7.0,1.0,0.672,0.611,0.563,0.501,0.931,83.63
2.85,8.0,0.0,0.454,0.393,0.307,0.245,1.079,83.393
2.85,8.0,1.0,0.71,0.649,0.566,0.503,1.079,83.393
2.85,9.0,0.0,0.548,0.486,0.309,0.246,1.553,79.845
2.85,9.0,1.0,0.804,0.743,0.569,0.506,1.553,79.845
2.85,10.0,0.0,0.689,0.627,0.31,0.248,2.208,77.07
2.85,10.0,1.0,0.947,0.885,0.572,0.509,2.208,77.07
2.85,11.0,0.0,0.812,0.749,0.312,0.249,2.645,76.256
2.85,11.0,1.0,1.07,1.008,0.576,0.512,2.645,76.256
2.85,12.0,0.0,0.952,0.89,0.315,0.251,3.098,75.633
2.85,12.0,1.0,1.211,1.149,0.58,0.516,3.098,75.633
2.85,13.0,0.0,1.1,1.037,0.317,0.253,3.516,75.247
2.85,13.0,1.0,1.36,1.297,0.584,0.52,3.516,75.247
2.85,14.0,0.0,1.264,1.201,0.32,0.255,3.943,74.925
2.85,14.0,1.0,1.525,1.463,0.589,0.524,3.943,74.925
2.85,15.0,0.0,1.448,1.385,0.323,0.257,4.391,74.63
2.85,15.0,1.0,1.711,1.647,0.594,0.529,4.391,74.63
2.86,0.0,0.0,0.3,0.239,0.3,0.239,0.0,85.454
2.86,0.0,1.0,0.554,0.493,0.554,0.493,0.0,85.454
2.86,1.0,0.0,0.302,0.242,0.3,0.24,0.128,84.104
2.86,1.0,1.0,0.556,0.495,0.554,0.493,0.128,84.104
2.86,2.0,0.0,0.31,0.249,0.3,0.24,0.276,82.94
2.86,2.0,1.0,0.564,0.503,0.554,0.494,0.276,82.94
2.86,3.0,0.0,0.322,0.262,0.301,0.24,0.42,82.714
2.86,3.0,1.0,0.576,0.516,0.555,0.494,0.42,82.714
2.86,4.0,0.0,0.339,0.278,0.302,0.241,0.548,83.053
2.86,4.0,1.0,0.593,0.532,0.556,0.495,0.548,83.053
2.86,5.0,0.0,0.357,0.297,0.302,0.241,0.645,84.031
2.86,5.0,1.0,0.612,0.551,0.558,0.497,0.645,84.031
2.86,6.0,0.0,0.384,0.323,0.303,0.242,0.785,83.802
2.86,6.0,1.0,0.639,0.578,0.56,0.498,0.785,83.802
2.86,7.0,0.0,0.416,0.354,0.305,0.243,0.929,83.558
2.86,7.0,1.0,0.671,0.61,0.562,0.5,0.929,83.558
2.86,8.0,0.0,0.453,0.392,0.306,0.244,1.077,83.322
2.86,8.0,1.0,0.709,0.648,0.565,0.503,1.077,83.322
2.86,9.0,0.0,0.548,0.487,0.308,0.245,1.562,79.696
2.86,9.0,1.0,0.805,0.743,0.567,0.505,1.562,79.696
2.86,10.0,0.0,0.69,0.629,0.309,0.247,2.221,76.954
2.86,10.0,1.0,0.948,0.886,0.571,0.508,2.221,76.954
2.86,11.0,0.0,0.811,0.749,0.311,0.249,2.646,76.202
2.86,11.0,1.0,1.069,1.007,0.575,0.512,2.646,76.202
2.86,12.0,0.0,0.951,0.889,0.314,0.25,3.099,75.58
2.86,12.0,1.0,1.21,1.148,0.579,0.515,3.099,75.58
2.86,13.0,0.0,1.098,1.036,0.316,0.252,3.513,75.205
2.86,13.0,1.0,1.358,1.296,0.583,0.519,3.513,75.205
2.86,14.0,0.0,1.262,1.2,0.319,0.254,3.94,74.885
2.86,14.0,1.0,1.524,1.461,0.588,0.524,3.94,74.885
2.86,15.0,0.0,1.446,1.384,0.322,0.257,4.388,74.591
2.86,15.0,1.0,1.709,1.646,0.593,0.528,4.388,74.591
