# Time (s),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Mach number (​)
8.157,0.655,0.3,0.155,0.2,0.655,8.785e-5,1.239e-4,-1.70E-04,0,0,0,0,-7.99E-07,1.252
8.207,0.656,0.301,0.155,0.2,0.656,6.39e-5,5.122e-4,3.5e-4,0,0,0,0,-6.00E-07,1.249
8.257,0.656,0.301,0.155,0.201,0.656,6.774e-5,1.56e-4,4.98e-4,0,0,0,0,2.578e-7,1.245
8.307,0.657,0.301,0.154,0.201,0.657,1.242e-4,2.3e-4,2.581e-4,0,0,0,0,3.507e-7,1.241
8.357,0.658,0.302,0.154,0.202,0.658,6.246e-5,1.835e-4,2.747e-5,0,0,0,0,-1.77E-07,1.237
8.407,0.659,0.302,0.154,0.203,0.659,1.67e-4,8.725e-4,4.513e-4,0,0,0,0,-1.03E-06,1.233
8.457,0.66,0.303,0.154,0.203,0.66,2.106e-4,8.427e-4,-2.68E-04,0,0,0,0,-4.88E-07,1.229
8.507,0.661,0.303,0.154,0.204,0.661,8.149e-5,5.332e-4,2.606e-4,0,0,0,0,-1.06E-08,1.226
8.557,0.662,0.303,0.154,0.205,0.662,1.762e-4,0.001,-3.36E-04,0,0,0,0,5.346e-7,1.222
8.607,0.663,0.304,0.154,0.205,0.663,2.287e-4,0.001,-3.76E-04,0,0,0,0,4.364e-7,1.218
8.657,0.664,0.304,0.154,0.206,0.664,1.318e-4,8.726e-4,5.576e-5,0,0,0,0,-6.92E-08,1.215
8.707,0.665,0.305,0.154,0.206,0.665,1.631e-4,2.488e-4,-4.99E-04,0,0,0,0,-1.12E-06,1.211
8.757,0.666,0.305,0.154,0.207,0.666,1.843e-4,0.001,-1.71E-04,0,0,0,0,-7.12E-07,1.207
8.807,0.667,0.305,0.153,0.208,0.667,7.751e-5,1.398e-4,-4.00E-04,0,0,0,0,-4.30E-08,1.203
8.857,0.667,0.306,0.153,0.208,0.667,1.26e-4,3.398e-4,-3.28E-04,0,0,0,0,8.461e-7,1.2
8.907,0.668,0.306,0.153,0.209,0.668,1.717e-4,0.001,-7.37E-05,0,0,0,0,1.076e-6,1.196
8.957,0.669,0.307,0.153,0.21,0.669,4.405e-5,-2.49E-04,1.784e-4,0,0,0,0,1.351e-6,1.193
9.007,0.67,0.307,0.153,0.21,0.67,1.18e-4,6.016e-4,-3.54E-04,0,0,0,0,-1.10E-06,1.189
9.057,0.671,0.307,0.153,0.211,0.671,1.883e-4,0.001,-4.42E-04,0,0,0,0,-1.04E-06,1.185
9.107,0.672,0.308,0.152,0.212,0.672,7.91e-5,5.354e-4,-2.39E-04,0,0,0,0,-7.77E-07,1.182
9.157,0.673,0.308,0.152,0.212,0.673,8.841e-5,7.11e-4,4.103e-4,0,0,0,0,7.493e-7,1.178
9.207,0.673,0.308,0.152,0.213,0.673,1.173e-4,2.966e-4,1.075e-4,0,0,0,0,9.2e-7,1.175
9.257,0.674,0.309,0.152,0.213,0.674,1.422e-5,-6.45E-05,6.626e-5,0,0,0,0,0,1.171
9.307,0.675,0.309,0.152,0.214,0.675,1.144e-4,2.28e-4,1.678e-4,0,0,0,0,-3.49E-07,1.168
9.357,0.676,0.31,0.152,0.215,0.676,1.42e-4,8.994e-4,-4.99E-06,0,0,0,0,-2.59E-07,1.164
9.407,0.677,0.31,0.151,0.215,0.677,1.917e-5,-1.54E-04,1.967e-4,0,0,0,0,0,1.161
9.457,0.678,0.31,0.151,0.216,0.678,1.469e-4,7.288e-4,-2.22E-04,0,0,0,0,8.471e-7,1.157
9.507,0.678,0.311,0.151,0.217,0.678,1.351e-4,4.762e-4,1.674e-4,0,0,0,0,1.396e-6,1.154
9.557,0.679,0.311,0.151,0.217,0.679,5.793e-5,2.465e-4,1.509e-4,0,0,0,0,1.121e-7,1.15
9.607,0.68,0.311,0.151,0.218,0.68,1.375e-4,8.181e-4,3.225e-5,0,0,0,0,-1.03E-06,1.147
9.657,0.681,0.312,0.151,0.219,0.681,1.554e-4,9.95e-4,-3.93E-04,0,0,0,0,-1.30E-06,1.143
9.707,0.682,0.312,0.15,0.219,0.682,8.609e-5,6.456e-4,-2.00E-04,0,0,0,0,-8.43E-07,1.14
9.757,0.683,0.312,0.15,0.22,0.683,6.439e-5,9.268e-5,7.237e-5,0,0,0,0,1.169e-6,1.136
9.807,0.684,0.313,0.15,0.221,0.684,1.365e-4,3.303e-4,-7.00E-05,0,0,0,0,1.247e-6,1.133
9.857,0.684,0.313,0.15,0.221,0.684,1.143e-4,1.753e-4,1.471e-4,0,0,0,0,1.561e-6,1.13
9.907,0.685,0.313,0.15,0.222,0.685,3.739e-5,5.673e-4,-4.58E-04,0,0,0,0,0,1.126
9.957,0.686,0.314,0.15,0.223,0.686,1.242e-4,1.795e-4,4.077e-4,0,0,0,0,-1.61E-06,1.123
10.007,0.687,0.314,0.15,0.223,0.687,1.546e-4,5.653e-4,-5.71E-05,0,0,0,0,-1.46E-06,1.12
10.057,0.688,0.314,0.149,0.224,0.688,4.744e-5,3.77e-4,2.818e-4,0,0,0,0,-1.14E-06,1.116
10.107,0.689,0.315,0.149,0.225,0.689,1.404e-4,9.176e-4,-2.97E-05,0,0,0,0,1.24e-6,1.113
10.157,0.69,0.315,0.149,0.225,0.69,2.083e-4,9.943e-4,-1.39E-05,0,0,0,0,1.637e-6,1.11
10.207,0.69,0.315,0.149,0.226,0.69,8.859e-5,2.1e-4,-3.49E-04,0,0,0,0,2.095e-6,1.106
10.257,0.691,0.316,0.149,0.227,0.691,1.105e-4,3.985e-4,3.172e-5,0,0,0,0,-2.16E-06,1.103
10.307,0.692,0.316,0.149,0.227,0.692,2.35e-4,0.001,-3.22E-04,0,0,0,0,-1.79E-06,1.1
10.357,0.693,0.317,0.148,0.228,0.693,1.626e-4,5.969e-4,-2.04E-04,0,0,0,0,-1.34E-06,1.097
10.407,0.694,0.317,0.148,0.229,0.694,4.031e-5,4.293e-4,2.016e-4,0,0,0,0,0,1.093
10.457,0.695,0.318,0.147,0.229,0.695,2.326e-4,6.625e-4,-3.41E-04,0,0,0,0,1.378e-6,1.09
10.507,0.696,0.319,0.147,0.23,0.696,3.042e-4,0.001,4.39e-4,0,0,0,0,1.8e-6,1.087
10.557,0.696,0.319,0.146,0.231,0.696,1.864e-4,0.001,2.104e-4,0,0,0,0,2.312e-6,1.084
10.607,0.697,0.32,0.146,0.231,0.697,1.075e-4,7.653e-5,-4.01E-04,0,0,0,0,-2.13E-06,1.08
10.657,0.698,0.32,0.146,0.232,0.698,3.286e-4,0.002,1.881e-5,0,0,0,0,-2.25E-06,1.077
10.707,0.699,0.321,0.145,0.233,0.699,2.979e-4,8.565e-4,-3.77E-04,0,0,0,0,-1.48E-06,1.074
10.757,0.7,0.322,0.145,0.233,0.7,4.195e-5,1.508e-4,4.685e-4,0,0,0,0,0,1.071
10.807,0.701,0.322,0.144,0.234,0.701,2.383e-4,0.002,2.445e-4,0,0,0,0,1.41e-6,1.068
10.857,0.702,0.323,0.144,0.235,0.702,3.236e-4,0.001,1.639e-4,0,0,0,0,2.046e-6,1.065
10.907,0.703,0.323,0.144,0.236,0.703,1.979e-4,6.548e-4,-1.39E-04,0,0,0,0,2.465e-6,1.061
10.957,0.703,0.324,0.143,0.236,0.703,7.225e-5,3.948e-4,3.992e-4,0,0,0,0,-7.88E-07,1.058
11.007,0.704,0.325,0.143,0.237,0.704,1.947e-4,0.001,-2.73E-04,0,0,0,0,-2.34E-06,1.055
11.057,0.705,0.325,0.142,0.238,0.705,1.851e-4,0.001,1.949e-4,0,0,0,0,-1.69E-06,1.052
11.107,0.706,0.326,0.142,0.238,0.706,5.602e-5,4.618e-4,-3.97E-05,0,0,0,0,-3.58E-07,1.049
11.157,0.707,0.326,0.141,0.239,0.707,1.459e-4,3.397e-4,4.006e-4,0,0,0,0,1.742e-6,1.046
11.207,0.707,0.327,0.141,0.24,0.707,2.24e-4,0.001,-1.36E-04,0,0,0,0,2.18e-6,1.043
11.257,0.708,0.327,0.14,0.24,0.708,1.628e-4,0.001,3.641e-4,0,0,0,0,2.511e-6,1.04
11.307,0.708,0.328,0.139,0.241,0.708,5.28e-5,-2.40E-04,6.809e-5,0,0,0,0,4.84e-7,1.037
11.357,0.709,0.329,0.139,0.242,0.709,9.861e-5,8.912e-4,-3.33E-04,0,0,0,0,-1.93E-06,1.034
11.407,0.71,0.329,0.138,0.243,0.71,1.42e-4,6.323e-4,-1.32E-05,0,0,0,0,-2.19E-06,1.031
11.457,0.71,0.33,0.137,0.243,0.71,1.055e-4,4.257e-4,4.277e-4,0,0,0,0,-1.92E-06,1.028
11.507,0.711,0.33,0.137,0.244,0.711,3.074e-5,6.444e-6,8.877e-5,0,0,0,0,0,1.025
11.557,0.712,0.331,0.136,0.245,0.712,1.85e-4,3.47e-4,-3.32E-04,0,0,0,0,1.921e-6,1.022
11.607,0.712,0.331,0.135,0.245,0.712,2.583e-4,8.649e-4,4.877e-4,0,0,0,0,2.484e-6,1.019
11.657,0.713,0.332,0.135,0.246,0.713,2.012e-4,5.547e-4,2.484e-4,0,0,0,0,2.917e-6,1.016
11.707,0.714,0.333,0.134,0.247,0.714,7.197e-5,6.725e-4,3.475e-4,0,0,0,0,2.913e-6,1.013
11.757,0.714,0.333,0.133,0.248,0.714,1.015e-4,3.583e-4,-1.28E-04,0,0,0,0,-2.50E-06,1.01
11.807,0.715,0.334,0.133,0.248,0.715,2.015e-4,0.001,-3.95E-04,0,0,0,0,-2.76E-06,1.007
11.857,0.716,0.334,0.132,0.249,0.716,1.694e-4,5.725e-4,-3.52E-04,0,0,0,0,-2.44E-06,1.004
11.907,0.716,0.335,0.132,0.25,0.716,5.498e-5,1.721e-4,-4.94E-04,0,0,0,0,-1.42E-06,1.001
11.957,0.716,0.335,0.131,0.249,0.716,8.174e-5,-4.09E-05,-2.72E-04,0,0,0,0,2.374e-6,0.998
12.007,0.716,0.336,0.131,0.249,0.716,1.509e-4,5.262e-4,4.632e-4,0,0,0,0,2.73e-6,0.995
12.057,0.716,0.336,0.131,0.248,0.716,1.656e-4,9.445e-4,-4.91E-04,0,0,0,0,2.952e-6,0.992
12.107,0.716,0.337,0.131,0.247,0.716,1.173e-4,8.651e-4,-2.74E-04,0,0,0,0,3.31e-6,0.989
12.157,0.715,0.338,0.131,0.247,0.715,2.119e-5,4.971e-4,-1.07E-04,0,0,0,0,0,0.986
12.207,0.715,0.338,0.131,0.246,0.715,6.641e-5,4.641e-4,3.668e-4,0,0,0,0,-3.37E-06,0.984
12.257,0.715,0.339,0.131,0.245,0.715,8.823e-5,4.687e-4,1.292e-4,0,0,0,0,-3.00E-06,0.981
12.307,0.715,0.339,0.131,0.244,0.715,5.037e-5,-1.49E-04,8.702e-5,0,0,0,0,-2.35E-06,0.978
12.357,0.715,0.34,0.131,0.244,0.715,2.782e-5,-1.93E-04,-2.94E-04,0,0,0,0,0,0.975
12.407,0.714,0.34,0.131,0.243,0.714,6.928e-5,3.562e-4,3.362e-4,0,0,0,0,3.062e-6,0.972
12.457,0.714,0.341,0.131,0.242,0.714,1.032e-4,4.22e-4,-1.78E-04,0,0,0,0,2.932e-6,0.969
12.507,0.714,0.341,0.131,0.241,0.714,9.866e-5,8.553e-4,2.492e-4,0,0,0,0,1.796e-6,0.967
12.557,0.714,0.342,0.131,0.241,0.714,6.653e-5,-1.38E-04,-8.24E-05,0,0,0,0,-9.75E-08,0.964
12.607,0.714,0.342,0.131,0.24,0.714,7.347e-5,-2.02E-05,-1.00E-04,0,0,0,0,-3.33E-06,0.961
12.657,0.714,0.343,0.131,0.239,0.714,9.084e-5,5.58e-4,-2.29E-04,0,0,0,0,-2.94E-06,0.958
12.707,0.713,0.343,0.131,0.239,0.713,9.034e-5,4.292e-4,3.69e-4,0,0,0,0,-3.83E-07,0.956
12.757,0.713,0.344,0.131,0.238,0.713,1.037e-4,7.464e-4,-3.32E-04,0,0,0,0,1.073e-6,0.953
12.807,0.713,0.344,0.131,0.237,0.713,1.027e-4,8.323e-4,1.332e-4,0,0,0,0,3.153e-6,0.95
12.857,0.713,0.345,0.132,0.237,0.713,8.312e-5,3.669e-4,1.308e-4,0,0,0,0,3.405e-6,0.947
12.907,0.713,0.345,0.132,0.236,0.713,7.443e-5,6.526e-4,2.643e-4,0,0,0,0,2.156e-7,0.945
12.957,0.713,0.346,0.132,0.235,0.713,8.031e-5,1.852e-4,-2.84E-04,0,0,0,0,-2.21E-06,0.942
13.007,0.713,0.346,0.132,0.235,0.713,1.041e-4,6.346e-4,-4.97E-05,0,0,0,0,-3.78E-06,0.939
13.057,0.713,0.347,0.132,0.234,0.713,7.228e-5,1.127e-4,3.797e-4,0,0,0,0,-3.62E-06,0.936
13.107,0.713,0.347,0.133,0.233,0.713,3.398e-5,2.716e-4,-1.71E-04,0,0,0,0,0,0.934
13.157,0.713,0.348,0.133,0.233,0.713,8.824e-5,1.278e-4,-8.95E-05,0,0,0,0,3.687e-6,0.931
13.207,0.713,0.348,0.133,0.232,0.713,1.296e-4,4.256e-4,-3.58E-04,0,0,0,0,4.194e-6,0.928
13.257,0.713,0.349,0.133,0.231,0.713,1.201e-4,1.892e-4,-7.64E-05,0,0,0,0,4.201e-6,0.926
13.307,0.713,0.349,0.133,0.231,0.713,8.129e-5,5.847e-5,-3.00E-04,0,0,0,0,2.815e-6,0.923
13.357,0.714,0.35,0.133,0.23,0.714,5.209e-5,5.931e-4,-7.38E-05,0,0,0,0,0,0.92
13.407,0.714,0.35,0.134,0.23,0.714,5.572e-5,1.918e-4,-3.32E-04,0,0,0,0,-3.06E-06,0.918
13.457,0.714,0.351,0.134,0.229,0.714,5.728e-5,2.316e-4,-5.25E-05,0,0,0,0,-3.91E-06,0.915
13.507,0.714,0.351,0.134,0.228,0.714,1.855e-5,-1.85E-04,1.686e-4,0,0,0,0,0,0.913
13.557,0.714,0.352,0.134,0.228,0.714,5.472e-5,3.37e-4,2.351e-4,0,0,0,0,4.306e-6,0.91
13.607,0.714,0.352,0.134,0.227,0.714,7.134e-5,7.182e-4,-3.05E-04,0,0,0,0,4.691e-6,0.907
13.657,0.714,0.353,0.134,0.226,0.714,6.078e-5,-1.03E-04,-4.82E-04,0,0,0,0,4.93e-6,0.905
13.707,0.714,0.353,0.135,0.226,0.714,4.344e-5,3.43e-4,3.488e-4,0,0,0,0,0,0.902
13.757,0.714,0.354,0.134,0.225,0.714,4.321e-6,1.634e-4,3.365e-4,0,0,0,0,0,0.9
13.807,0.711,0.354,0.133,0.225,0.711,5.481e-5,3.083e-4,-1.13E-04,0,0,0,0,-4.79E-06,0.897
13.857,0.709,0.354,0.131,0.224,0.709,7.28e-5,3.308e-4,-6.33E-05,0,0,0,0,-3.32E-06,0.895
13.907,0.707,0.354,0.129,0.223,0.707,6.303e-5,-6.57E-05,-4.09E-04,0,0,0,0,-6.37E-07,0.892
13.957,0.705,0.355,0.128,0.223,0.705,7.376e-5,5.561e-4,2.34e-4,0,0,0,0,8.562e-7,0.889
13.997,0.703,0.355,0.126,0.222,0.703,7.589e-5,1.793e-4,4.471e-4,0,0,0,0,2.864e-6,0.887
14.047,0.705,0.355,0.128,0.223,0.705,5.531e-5,9.049e-5,3.412e-4,0,0,0,0,4.26e-6,0.89
14.097,0.714,0.353,0.135,0.226,0.714,1.67e-5,2.623e-4,1.473e-4,0,0,0,0,0,0.902
14.147,0.714,0.351,0.134,0.229,0.714,9.477e-5,3.638e-4,1.633e-4,0,0,0,0,-5.22E-06,0.917
14.197,0.713,0.348,0.133,0.233,0.713,1.458e-4,2.605e-4,4.05e-4,0,0,0,0,-4.37E-06,0.932
14.247,0.713,0.345,0.132,0.237,0.713,1.535e-4,2.198e-4,-4.41E-04,0,0,0,0,-3.20E-06,0.947
14.297,0.714,0.342,0.131,0.24,0.714,1.162e-4,2.058e-4,8.628e-5,0,0,0,0,-2.13E-06,0.962
14.347,0.715,0.339,0.131,0.244,0.715,6.231e-5,1.853e-4,-4.31E-04,0,0,0,0,-5.52E-07,0.978
14.397,0.716,0.336,0.131,0.248,0.716,4.847e-6,6.74e-5,-3.41E-04,0,0,0,0,0,0.993
14.447,0.715,0.334,0.133,0.248,0.715,5.512e-5,-8.86E-05,2.103e-4,0,0,0,0,-5.70E-07,1.007
14.497,0.712,0.331,0.136,0.245,0.712,1.112e-4,8.201e-4,4.583e-4,0,0,0,0,-1.70E-06,1.022
14.547,0.709,0.328,0.139,0.241,0.709,1.145e-4,1.165e-5,3.345e-4,0,0,0,0,-2.59E-06,1.036
14.597,0.706,0.326,0.142,0.238,0.706,9.247e-5,1.492e-4,2.66e-4,0,0,0,0,-2.38E-06,1.05
14.647,0.702,0.323,0.144,0.235,0.702,9.304e-5,4.423e-5,5.845e-5,0,0,0,0,-2.30E-07,1.063
14.697,0.699,0.321,0.145,0.232,0.699,1.087e-4,1.025e-4,-2.90E-04,0,0,0,0,6.767e-8,1.076
14.747,0.695,0.318,0.147,0.23,0.695,9.31e-5,1.474e-4,2.552e-4,0,0,0,0,0,1.088
14.797,0.692,0.316,0.149,0.227,0.692,2.407e-5,-9.26E-05,-2.05E-05,0,0,0,0,0,1.101
14.847,0.689,0.315,0.149,0.225,0.689,6.794e-5,9.33e-5,-3.85E-04,0,0,0,0,-5.11E-07,1.113
14.897,0.686,0.314,0.15,0.222,0.686,1.146e-4,6.384e-4,3.515e-4,0,0,0,0,-8.60E-08,1.125
14.947,0.683,0.312,0.15,0.22,0.683,9.146e-5,7.597e-4,-2.30E-04,0,0,0,0,-1.45E-08,1.137
14.997,0.68,0.311,0.151,0.218,0.68,2.601e-5,5.792e-4,4.2e-5,0,0,0,0,0,1.148
15.047,0.677,0.31,0.151,0.216,0.677,1.073e-4,1.381e-4,-9.72E-06,0,0,0,0,-2.76E-08,1.16
15.097,0.674,0.309,0.152,0.213,0.674,1.139e-4,7.285e-4,-1.33E-04,0,0,0,0,2.429e-8,1.171
15.147,0.672,0.308,0.152,0.211,0.672,5.266e-5,4.528e-4,-6.18E-05,0,0,0,0,2.541e-7,1.182
15.197,0.669,0.306,0.153,0.209,0.669,1.898e-5,9.254e-5,2.238e-4,0,0,0,0,0,1.193
15.247,0.666,0.305,0.153,0.208,0.666,7.479e-5,6.932e-4,-2.41E-06,0,0,0,0,-7.21E-07,1.204
15.297,0.664,0.304,0.154,0.206,0.664,6.969e-5,4.439e-4,-1.15E-04,0,0,0,0,-6.10E-07,1.215
15.347,0.661,0.303,0.154,0.204,0.661,1.494e-5,2.333e-5,-3.36E-04,0,0,0,0,0,1.226
15.397,0.658,0.302,0.154,0.202,0.658,2.841e-5,1.131e-4,1.134e-4,0,0,0,0,0,1.237
15.447,0.656,0.301,0.155,0.2,0.656,5.148e-5,6.912e-4,-4.96E-04,0,0,0,0,3.553e-7,1.247
15.497,0.653,0.3,0.155,0.199,0.653,4.533e-5,5.29e-4,-4.11E-04,0,0,0,0,4.154e-8,1.258
15.547,0.651,0.299,0.155,0.197,0.651,1.257e-5,-1.14E-04,1.79e-4,0,0,0,0,0,1.268
15.597,0.649,0.297,0.156,0.196,0.649,1.857e-5,-2.96E-04,-3.43E-04,0,0,0,0,0,1.279
15.647,0.646,0.296,0.156,0.194,0.646,2.853e-6,-7.30E-05,3.553e-5,0,0,0,0,0,1.289
15.697,0.644,0.295,0.156,0.192,0.644,3.07e-5,1.428e-4,3.868e-4,0,0,0,0,0,1.3
15.747,0.641,0.294,0.156,0.191,0.641,8.037e-5,2.188e-4,-2.35E-04,0,0,0,0,-2.85E-08,1.31
15.797,0.639,0.293,0.157,0.189,0.639,2.894e-5,-3.20E-04,-4.94E-05,0,0,0,0,0,1.32
15.847,0.637,0.292,0.157,0.188,0.637,9.677e-5,8.655e-4,-3.74E-04,0,0,0,0,0,1.33
15.897,0.635,0.291,0.157,0.186,0.635,1.185e-4,5.321e-4,-1.80E-04,0,0,0,0,-1.51E-07,1.341
15.947,0.633,0.29,0.158,0.185,0.633,7.061e-5,3.986e-4,-2.66E-04,0,0,0,0,-1.07E-06,1.351
15.997,0.63,0.289,0.158,0.184,0.63,1.301e-4,3.473e-4,2.76e-4,0,0,0,0,-2.62E-08,1.361
16.047,0.628,0.288,0.158,0.182,0.628,9.748e-5,9.532e-5,-7.86E-05,0,0,0,0,2.639e-7,1.371
16.097,0.626,0.287,0.159,0.181,0.626,4.447e-5,-2.42E-04,-2.65E-04,0,0,0,0,8.366e-7,1.381
16.147,0.624,0.286,0.159,0.18,0.624,5.975e-5,6.723e-4,-3.44E-04,0,0,0,0,-1.81E-07,1.391
16.197,0.622,0.284,0.159,0.178,0.622,8.329e-5,-6.57E-05,3.95e-4,0,0,0,0,-5.60E-07,1.401
16.247,0.62,0.283,0.159,0.177,0.62,8.032e-5,6.753e-4,-4.65E-04,0,0,0,0,-1.01E-07,1.412
16.297,0.617,0.282,0.159,0.176,0.617,8.111e-5,5.658e-4,-3.06E-04,0,0,0,0,5.729e-7,1.422
16.347,0.615,0.281,0.159,0.175,0.615,1.139e-4,8.805e-4,-1.64E-04,0,0,0,0,1.454e-7,1.432
16.397,0.613,0.28,0.159,0.173,0.613,9.064e-5,8.693e-4,8.711e-5,0,0,0,0,-5.25E-07,1.442
16.447,0.61,0.279,0.159,0.172,0.61,7.277e-5,3.38e-4,-3.55E-04,0,0,0,0,-6.37E-07,1.452
16.497,0.608,0.278,0.159,0.171,0.608,1.259e-4,2.942e-4,-3.59E-04,0,0,0,0,0,1.462
16.547,0.606,0.277,0.159,0.17,0.606,7.341e-5,4.496e-4,4.045e-5,0,0,0,0,1.159e-7,1.472
16.597,0.604,0.276,0.159,0.169,0.604,5.028e-5,6.634e-4,-5.96E-05,0,0,0,0,-3.49E-08,1.482
16.647,0.601,0.275,0.159,0.168,0.601,8.282e-5,8.753e-4,-1.49E-04,0,0,0,0,-1.27E-07,1.492
16.697,0.599,0.274,0.159,0.166,0.599,2.339e-5,3.31e-4,-1.83E-04,0,0,0,0,0,1.502
16.747,0.597,0.273,0.159,0.165,0.597,9.298e-5,5.547e-4,4.76e-4,0,0,0,0,-5.99E-09,1.511
16.797,0.595,0.272,0.159,0.164,0.595,6.595e-5,4.607e-4,3.912e-4,0,0,0,0,-1.04E-08,1.521
16.847,0.593,0.271,0.159,0.163,0.593,6.418e-5,4.661e-4,2.742e-4,0,0,0,0,-4.96E-07,1.531
16.897,0.591,0.27,0.159,0.162,0.591,1.018e-4,9.367e-4,-7.23E-05,0,0,0,0,-7.21E-08,1.541
16.947,0.589,0.269,0.159,0.161,0.589,4.072e-5,6.588e-4,1.721e-5,0,0,0,0,5.107e-7,1.551
16.997,0.587,0.268,0.159,0.16,0.587,1.231e-4,5.525e-4,1.441e-5,0,0,0,0,2.677e-7,1.561
17.047,0.585,0.267,0.159,0.159,0.585,5.085e-5,1.095e-4,-8.88E-05,0,0,0,0,5.17e-7,1.571
17.097,0.583,0.266,0.159,0.158,0.583,7.605e-5,-6.42E-05,-4.48E-04,0,0,0,0,-1.99E-07,1.581
17.147,0.581,0.265,0.159,0.157,0.581,9.244e-5,4.174e-4,-3.17E-04,0,0,0,0,-5.20E-07,1.59
17.197,0.579,0.264,0.159,0.156,0.579,7.521e-5,7.79e-4,6.321e-5,0,0,0,0,0,1.6
17.247,0.576,0.263,0.159,0.155,0.576,1.051e-4,3.531e-4,2.361e-4,0,0,0,0,3.588e-7,1.61
17.297,0.574,0.262,0.159,0.154,0.574,5.533e-5,4.271e-4,-1.86E-04,0,0,0,0,4.756e-7,1.62
17.347,0.572,0.261,0.158,0.153,0.572,5.318e-5,3.746e-4,3.666e-4,0,0,0,0,-2.29E-07,1.629
17.397,0.57,0.26,0.158,0.153,0.57,1.041e-4,5.16e-4,2.594e-4,0,0,0,0,-1.14E-07,1.639
17.447,0.568,0.259,0.158,0.152,0.568,3.461e-5,1.471e-4,5.316e-5,0,0,0,0,-5.00E-07,1.649
17.497,0.566,0.258,0.158,0.151,0.566,9.239e-5,2.9e-4,2.946e-4,0,0,0,0,-1.06E-07,1.658
17.547,0.564,0.257,0.158,0.15,0.564,3.516e-5,-2.51E-04,-1.91E-04,0,0,0,0,-4.81E-07,1.668
17.597,0.562,0.256,0.158,0.149,0.562,1.386e-4,6.959e-4,-1.67E-04,0,0,0,0,8.33e-9,1.678
17.647,0.56,0.255,0.158,0.148,0.56,9.174e-5,7.964e-4,-4.01E-04,0,0,0,0,2.207e-7,1.687
17.697,0.559,0.254,0.158,0.147,0.559,7.155e-5,7.163e-4,1.956e-4,0,0,0,0,-8.40E-09,1.697
17.747,0.557,0.253,0.157,0.147,0.557,1.025e-4,2.591e-4,-1.71E-04,0,0,0,0,9.988e-9,1.706
17.797,0.555,0.252,0.157,0.146,0.555,2.299e-5,-1.19E-04,-1.86E-04,0,0,0,0,0,1.716
17.847,0.553,0.251,0.157,0.145,0.553,4.034e-5,1.354e-4,-1.04E-04,0,0,0,0,-2.17E-08,1.725
17.897,0.551,0.25,0.157,0.144,0.551,3.484e-5,1.349e-4,-2.43E-04,0,0,0,0,2.186e-7,1.734
17.947,0.549,0.249,0.157,0.143,0.549,1.041e-5,-2.23E-04,-1.97E-04,0,0,0,0,0,1.744
17.997,0.547,0.248,0.157,0.143,0.547,3.933e-5,2.016e-4,-4.31E-04,0,0,0,0,-6.20E-08,1.753
18.047,0.545,0.247,0.157,0.142,0.545,5.48e-5,-9.43E-05,3.527e-4,0,0,0,0,0,1.763
18.097,0.544,0.246,0.157,0.141,0.544,3.217e-5,1.999e-5,-7.75E-05,0,0,0,0,-1.80E-08,1.772
18.147,0.542,0.245,0.156,0.14,0.542,1.179e-4,8.326e-4,3.887e-4,0,0,0,0,-2.62E-08,1.781
18.197,0.54,0.244,0.156,0.14,0.54,8.784e-5,7.777e-5,-4.06E-04,0,0,0,0,8.575e-9,1.79
18.247,0.538,0.243,0.156,0.139,0.538,2.215e-5,-3.67E-04,-3.80E-04,0,0,0,0,1.245e-7,1.8
18.297,0.537,0.242,0.156,0.138,0.537,1.305e-4,7.498e-4,2.51e-4,0,0,0,0,2.694e-8,1.809
18.347,0.535,0.241,0.156,0.138,0.535,8.269e-5,7.429e-4,-4.97E-04,0,0,0,0,8.093e-8,1.818
18.397,0.533,0.24,0.156,0.137,0.533,7.117e-5,4.332e-5,-4.45E-04,0,0,0,0,0,1.827
18.447,0.531,0.24,0.156,0.136,0.531,1.826e-4,0.001,-3.10E-04,0,0,0,0,-1.74E-08,1.836
18.497,0.53,0.239,0.156,0.135,0.53,8.889e-5,1.541e-4,8.513e-5,0,0,0,0,-5.21E-08,1.845
18.547,0.528,0.238,0.155,0.135,0.528,1.012e-4,1.524e-4,-4.49E-04,0,0,0,0,0,1.854
18.597,0.527,0.237,0.155,0.134,0.527,2.002e-4,0.001,-4.25E-04,0,0,0,0,1.847e-7,1.863
18.647,0.525,0.236,0.155,0.134,0.525,1.186e-4,7.537e-4,2.515e-4,0,0,0,0,3.965e-7,1.872
18.697,0.523,0.235,0.155,0.133,0.523,1.182e-4,3.962e-4,-3.51E-05,0,0,0,0,0,1.881
18.747,0.522,0.234,0.155,0.132,0.522,1.013e-4,7.028e-5,-9.49E-05,0,0,0,0,-3.45E-07,1.89
18.797,0.52,0.234,0.155,0.132,0.52,1.17e-4,3.018e-4,-2.24E-04,0,0,0,0,-7.03E-08,1.898
18.847,0.519,0.233,0.155,0.131,0.519,1.456e-4,3.972e-4,2.894e-4,0,0,0,0,1.264e-7,1.907
18.897,0.517,0.232,0.155,0.13,0.517,1.606e-4,0.001,2.929e-4,0,0,0,0,4e-7,1.916
